,mouse,area,session,win,Hit,FA,DP
372,VE083,wM1,2,Control,0.6271186440677966,0.3064516129032258,0.8301652383031144
373,VE083,wM1,2,Stim,0.625,0.4444444444444444,0.45834966284623735
374,VE083,wM1,2,Pre,0.625,0.375,0.6372787279287504
375,VE083,wM1,3,Response,0.5555555555555556,0.0,inf
376,VE083,wM1,3,Post,0.6,0.2727272727272727,0.8579324497190369
377,VE083,wM1,3,Control,0.6527777777777778,0.1282051282051282,1.5277474316432207
378,VE083,wM1,3,Stim,0.4444444444444444,0.16666666666666666,0.8277112672198392
379,VE083,wM1,3,Pre,0.6666666666666666,0.3333333333333333,0.861454598590915
380,VE083,Aud,1,Response,0.5,0.0,inf
381,VE083,Aud,1,Post,0.4,0.16666666666666666,0.7140744629659016
382,VE083,Aud,1,Control,0.6521739130434783,0.1320754716981132,1.507830035210312
383,VE083,Aud,1,Stim,0.42857142857142855,0.16666666666666666,0.7874091963089963
384,VE083,Aud,1,Pre,0.8333333333333334,0.3333333333333333,1.398148865397159
385,VE083,Aud,2,Response,0.6363636363636364,0.125,1.499105075893053
386,VE083,Aud,2,Post,0.5,0.1875,0.8871465590188762
387,VE083,Aud,2,Control,0.67,0.15841584158415842,1.4409030825551157
388,VE083,Aud,2,Stim,0.2857142857142857,0.07142857142857142,0.8992849707526597
389,VE083,Aud,2,Pre,0.6666666666666666,0.3333333333333333,0.861454598590915
390,VE083,Aud,3,Response,0.375,0.0,inf
391,VE083,Aud,3,Post,0.42857142857142855,0.1,1.1015391957518954
392,VE083,Aud,3,Control,0.7534246575342466,0.05555555555555555,2.2785250739797216
393,VE083,Aud,3,Stim,0.3,0.0,inf
394,VE083,Aud,3,Pre,0.5555555555555556,0.0,inf
395,VE083,Vis,1,Response,0.4444444444444444,0.0,inf
396,VE083,Vis,1,Post,0.6,0.07142857142857142,1.7185808958213227
397,VE083,Vis,1,Control,0.6976744186046512,0.125,1.6680729331936754
398,VE083,Vis,1,Stim,0.3,0.18181818181818182,0.3840573558293443
399,VE083,Vis,1,Pre,0.36363636363636365,0.3076923076923077,0.15364652785631067
400,VE083,Vis,2,Response,0.8571428571428571,0.0,inf
401,VE083,Vis,2,Post,0.8571428571428571,0.0,inf
402,VE083,Vis,2,Control,0.803921568627451,0.15789473684210525,1.858860398255506
403,VE083,Vis,2,Stim,0.42857142857142855,0.0,inf
404,VE083,Vis,2,Pre,1.0,0.14285714285714285,inf
405,VE083,Vis,3,Response,0.36363636363636365,0.18181818181818182,0.5597021730203404
406,VE083,Vis,3,Post,0.8181818181818182,0.3333333333333333,1.3391851678328432
407,VE083,Vis,3,Control,0.7951807228915663,0.32926829268292684,1.2664643904008333
408,VE083,Vis,3,Stim,0.7777777777777778,0.36363636363636365,1.113465369303432
409,VE083,Vis,3,Pre,0.8,0.36363636363636365,1.190376929089959
410,VE083,PPC,1,Response,0.7272727272727273,0.42857142857142855,0.7845977163759422
411,VE083,PPC,1,Post,0.8181818181818182,0.2,1.7500791021102997
412,VE083,PPC,1,Control,0.797752808988764,0.32653061224489793,1.2831349309904587
413,VE083,PPC,1,Stim,0.5,0.42857142857142855,0.1800123697927051
414,VE083,PPC,1,Pre,0.5454545454545454,0.35714285714285715,0.4802916511219979
415,VE083,PPC,2,Response,0.4444444444444444,0.25,0.5347794513142197
416,VE083,PPC,2,Post,0.3333333333333333,0.375,-0.11208793533108241
417,VE083,PPC,2,Control,0.5797101449275363,0.15942028985507245,1.1979953105425398
418,VE083,PPC,2,Stim,0.375,0.1111111111111111,0.9020009848829746
419,VE083,PPC,2,Pre,0.375,0.25,0.3558503862317066
420,VE083,PPC,3,Response,0.125,0.3333333333333333,-0.7196220810805507
421,VE083,PPC,3,Post,0.4,0.14285714285714285,0.8142234207423421
422,VE083,PPC,3,Control,0.5957446808510638,0.3137254901960784,0.7276655819967643
423,VE083,PPC,3,Stim,0.3333333333333333,0.16666666666666666,0.5366942668062438
424,VE083,PPC,3,Pre,0.2,0.2,0.0
425,VE083,PPC,4,Response,0.6666666666666666,0.0,inf
426,VE083,PPC,4,Post,0.4,0.16666666666666666,0.7140744629659016
427,VE083,PPC,4,Control,0.7045454545454546,0.20930232558139536,1.3463635103161686
428,VE083,PPC,4,Stim,0.6666666666666666,0.2857142857142857,0.9966761212283206
429,VE083,PPC,4,Pre,0.375,0.0,inf
430,VE083,dCA1,1,Response,0.5454545454545454,0.0,inf
431,VE083,dCA1,1,Post,0.7272727272727273,0.5,0.6045853465832371
432,VE083,dCA1,1,Control,0.7763157894736842,0.14102564102564102,1.8355322935714273
433,VE083,dCA1,1,Stim,0.5555555555555556,0.2727272727272727,0.7442956454650993
434,VE083,dCA1,1,Pre,0.6666666666666666,0.1111111111111111,1.6513676481428072
435,VE083,mPFC,1,Response,0.3333333333333333,0.0,inf
436,VE083,mPFC,1,Post,0.2727272727272727,0.25,0.06990440361284467
437,VE083,mPFC,1,Control,0.6777777777777778,0.20430107526881722,1.2878497378655125
438,VE083,mPFC,1,Stim,0.3076923076923077,0.3076923076923077,0.0
439,VE083,mPFC,1,Pre,0.26666666666666666,0.16666666666666666,0.3444958428916136
440,VE083,wM2,1,Response,0.16666666666666666,0.0,inf
441,VE083,wM2,1,Post,0.875,0.5,1.1503493803760083
442,VE083,wM2,1,Control,0.6557377049180327,0.43478260869565216,0.5650688905712539
443,VE083,wM2,1,Stim,0.5,0.3333333333333333,0.4307272992954576
444,VE083,wM2,1,Pre,0.875,0.5555555555555556,1.0106390814941462
445,VE083,wM2,2,Response,0.25,0.0,inf
446,VE083,wM2,2,Post,0.5,0.25,0.6744897501960818
447,VE083,wM2,2,Control,0.4827586206896552,0.0625,1.4908893531997294
448,VE083,wM2,2,Stim,0.5,0.0,inf
449,VE083,wM2,2,Pre,0.3333333333333333,0.5,-0.4307272992954576
450,VE083,wM2,3,Response,0.1111111111111111,0.0,inf
451,VE083,wM2,3,Post,0.6,0.8,-0.5882741304371146
452,VE083,wM2,3,Control,0.782608695652174,0.4675324675324675,0.8625078945833998
453,VE083,wM2,3,Stim,0.3333333333333333,0.3333333333333333,0.0
454,VE083,wM2,3,Pre,0.6666666666666666,0.3,0.9551278120034983
455,VE083,wM2,4,Response,0.3333333333333333,0.0,inf
456,VE083,wM2,4,Post,0.8888888888888888,0.8,0.379019115274435
457,VE083,wM2,4,Control,0.7285714285714285,0.41333333333333333,0.8274768003274433
458,VE083,wM2,4,Stim,0.5714285714285714,0.625,-0.13862699417167024
459,VE083,wM2,4,Pre,0.6666666666666666,0.1,1.712278864840058
460,VE083,ALM,1,Response,0.2,0.0,inf
461,VE083,ALM,1,Post,0.4,0.25,0.42114264706028204
462,VE083,ALM,1,Control,0.75,0.2826086956521739,1.2495990314745202
463,VE083,ALM,1,Stim,0.8,0.2,1.6832424671458286
464,VE083,ALM,1,Pre,0.8333333333333334,0.14285714285714285,2.034992089979843
465,VE083,ALM,2,Response,0.2,0.0,inf
466,VE083,ALM,2,Post,0.5714285714285714,0.3333333333333333,0.6107396690881626
467,VE083,ALM,2,Control,0.6296296296296297,0.11363636363636363,1.5382866219486213
468,VE083,ALM,2,Stim,0.5,0.6,-0.2533471031357998
469,VE083,ALM,2,Pre,0.25,0.2857142857142857,-0.1085409282632187
470,VE083,ALM,3,Response,0.5,0.0,inf
471,VE083,ALM,3,Post,0.36363636363636365,0.16666666666666666,0.6186658705846566
472,VE083,ALM,3,Control,0.7946428571428571,0.16666666666666666,1.7900588571757683
473,VE083,ALM,3,Stim,0.46153846153846156,0.07142857142857142,1.3686751773958836
474,VE083,ALM,3,Pre,0.8571428571428571,0.125,2.21791990425415
475,VE083,tjM1,1,Response,0.125,0.0,inf
476,VE083,tjM1,1,Post,0.625,0.2857142857142857,0.8845881858972383
477,VE083,tjM1,1,Control,0.8135593220338984,0.3728813559322034,1.2153207141714126
478,VE083,tjM1,1,Stim,0.2857142857142857,0.5,-0.5659488219328631
479,VE083,tjM1,1,Pre,0.4,0.2857142857142857,0.31260171879706333
480,VE083,tjM1,2,Response,0.0,0.0,
481,VE083,tjM1,2,Post,0.35714285714285715,0.42857142857142855,-0.18609398700786453
482,VE083,tjM1,2,Control,0.5957446808510638,0.0761904761904762,1.6735197603749423
483,VE083,tjM1,2,Stim,0.42857142857142855,0.23076923076923078,0.5563035475834245
484,VE083,tjM1,2,Pre,0.4166666666666667,0.0,inf
485,VE083,tjM1,3,Response,0.0,0.0,
486,VE083,tjM1,3,Post,0.6666666666666666,0.625,0.11208793533108224
487,VE083,tjM1,3,Control,0.6140350877192983,0.18032786885245902,1.2039678305809787
488,VE083,tjM1,3,Stim,0.6,0.6,0.0
489,VE083,tjM1,3,Pre,0.4,0.5555555555555556,-0.3930574020176619
490,VE084,wS1,1,Response,0.8571428571428571,0.45454545454545453,1.1817558181995698
491,VE084,wS1,1,Post,0.8333333333333334,0.0,inf
492,VE084,wS1,1,Control,0.6461538461538462,0.2413793103448276,1.0768297819945176
493,VE084,wS1,1,Stim,0.2222222222222222,0.4166666666666667,-0.5542812795384625
494,VE084,wS1,1,Pre,0.6666666666666666,0.1,1.712278864840058
495,VE084,wS1,2,Response,0.8,0.0,inf
496,VE084,wS1,2,Post,0.25,0.14285714285714285,0.39308077368206007
497,VE084,wS1,2,Control,0.6595744680851063,0.11538461538461539,1.609681756067696
498,VE084,wS1,2,Stim,0.5714285714285714,0.0,inf
499,VE084,wS1,2,Pre,0.16666666666666666,0.14285714285714285,0.1001489577764405
500,VE084,wS1,3,Response,0.7058823529411765,0.3157894736842105,1.0209007384600381
501,VE084,wS1,3,Post,0.75,0.4444444444444444,0.814200049077944
502,VE084,wS1,3,Control,0.6788321167883211,0.21568627450980393,1.2512805916879786
503,VE084,wS1,3,Stim,0.5,0.10526315789473684,1.2521195202652193
504,VE084,wS1,3,Pre,0.5,0.21052631578947367,0.8045963803603003
505,VE084,wS2,1,Response,0.7142857142857143,0.0,inf
506,VE084,wS2,1,Post,0.42857142857142855,0.0,inf
507,VE084,wS2,1,Control,0.8461538461538461,0.0,inf
508,VE084,wS2,1,Stim,0.0,0.125,-inf
509,VE084,wS2,1,Pre,0.8571428571428571,0.0,inf
510,VE084,wS2,2,Response,0.8888888888888888,0.1,2.50219191439195
511,VE084,wS2,2,Post,0.6666666666666666,0.3333333333333333,0.861454598590915
512,VE084,wS2,2,Control,0.8441558441558441,0.23529411764705882,1.7332080744867557
513,VE084,wS2,2,Stim,0.4166666666666667,0.2727272727272727,0.39415695233531245
514,VE084,wS2,2,Pre,0.875,0.18181818181818182,2.0588072489133937
515,VE084,wS2,3,Response,0.5,0.2857142857142857,0.5659488219328631
516,VE084,wS2,3,Post,0.6666666666666666,0.8333333333333334,-0.536694266806244
517,VE084,wS2,3,Control,0.75,0.32075471698113206,1.1400791471399194
518,VE084,wS2,3,Stim,0.5714285714285714,0.42857142857142855,0.36002473958541004
519,VE084,wS2,3,Pre,0.7142857142857143,0.2857142857142857,1.1318976438657262
520,VE084,wM1,1,Response,0.3333333333333333,0.0,inf
521,VE084,wM1,1,Post,0.5384615384615384,0.5384615384615384,0.0
522,VE084,wM1,1,Control,0.7282608695652174,0.2912621359223301,1.1572629123261078
523,VE084,wM1,1,Stim,0.6666666666666666,0.38461538461538464,0.7241085314166508
524,VE084,wM1,1,Pre,0.9230769230769231,0.3076923076923077,1.928479095646203
525,VE084,wM1,2,Response,0.3333333333333333,0.0,inf
526,VE084,wM1,2,Post,1.0,0.5,inf
527,VE084,wM1,2,Control,0.8,0.21875,1.6180429947208421
528,VE084,wM1,2,Stim,1.0,0.5,inf
529,VE084,wM1,2,Pre,1.0,0.5,inf
530,VE084,wM1,3,Response,0.3333333333333333,0.0,inf
531,VE084,wM1,3,Post,1.0,0.5,inf
532,VE084,wM1,3,Control,0.8,0.21875,1.6180429947208421
533,VE084,wM1,3,Stim,1.0,0.5,inf
534,VE084,wM1,3,Pre,1.0,0.5,inf
535,VE084,wM1,4,Response,0.5,0.0,inf
536,VE084,wM1,4,Post,0.5,0.4166666666666667,0.21042839424792467
537,VE084,wM1,4,Control,0.6629213483146067,0.20652173913043478,1.2389987594784628
538,VE084,wM1,4,Stim,0.6,0.18181818181818182,1.161804971673185
539,VE084,wM1,4,Pre,0.6666666666666666,0.36363636363636365,0.7794829948125022
540,VE084,Aud,1,Response,0.5555555555555556,0.3333333333333333,0.5704375981773198
541,VE084,Aud,1,Post,0.75,0.2,1.5161109837689961
542,VE084,Aud,1,Control,0.8923076923076924,0.3333333333333333,1.6696216788768177
543,VE084,Aud,1,Stim,0.36363636363636365,0.2727272727272727,0.25582965106619243
544,VE084,Aud,1,Pre,0.8888888888888888,0.2727272727272727,1.8252256954305865
545,VE084,Aud,2,Response,0.6428571428571429,0.3333333333333333,0.7968336560960274
546,VE084,Aud,2,Post,0.38461538461538464,0.21428571428571427,0.49825737562218136
547,VE084,Aud,2,Control,0.71875,0.35398230088495575,0.953723250543552
548,VE084,Aud,2,Stim,0.46153846153846156,0.3076923076923077,0.40584360808371633
549,VE084,Aud,2,Pre,0.9166666666666666,0.42857142857142855,1.5630064968933435
550,VE084,Aud,3,Response,0.6666666666666666,0.18181818181818182,1.3391851678328426
551,VE084,Aud,3,Post,0.5,0.2727272727272727,0.6045853465832371
552,VE084,Aud,3,Control,0.7375,0.23863636363636365,1.3463528711527801
553,VE084,Aud,3,Stim,0.1,0.2727272727272727,-0.6769662189613634
554,VE084,Aud,3,Pre,0.9,0.25,1.9560413157406824
555,VE084,Vis,1,Response,0.5714285714285714,0.1,1.4615639353373056
556,VE084,Vis,1,Post,0.7777777777777778,0.0,inf
557,VE084,Vis,1,Control,0.6451612903225806,0.047058823529411764,2.0463552683057347
558,VE084,Vis,1,Stim,0.1111111111111111,0.1,0.06091121669725075
559,VE084,Vis,1,Pre,0.14285714285714285,0.1,0.2139810416664587
560,VE084,Vis,2,Response,0.3333333333333333,0.16666666666666666,0.5366942668062438
561,VE084,Vis,2,Post,0.8,0.3,1.3660217462809552
562,VE084,Vis,2,Control,0.7142857142857143,0.46511627906976744,0.6535010684190428
563,VE084,Vis,2,Stim,0.4444444444444444,0.45454545454545453,-0.02552500456043373
564,VE084,Vis,2,Pre,0.7272727272727273,0.18181818181818182,1.5130432151206223
565,VE084,Vis,3,Response,0.6923076923076923,0.3076923076923077,1.0048044467467108
566,VE084,Vis,3,Post,0.7692307692307693,0.2857142857142857,1.3022647393089928
567,VE084,Vis,3,Control,0.7669902912621359,0.3557692307692308,1.0987616527177342
568,VE084,Vis,3,Stim,0.7142857142857143,0.38461538461538464,0.8593300540540565
569,VE084,Vis,3,Pre,0.6923076923076923,0.15384615384615385,1.522478456159557
570,VE084,PPC,1,Response,0.6923076923076923,0.15384615384615385,1.522478456159557
571,VE084,PPC,1,Post,0.5,0.14285714285714285,1.0675705238781419
572,VE084,PPC,1,Control,0.6470588235294118,0.08181818181818182,1.7703371405585655
573,VE084,PPC,1,Stim,0.6,0.0,inf
574,VE084,PPC,1,Pre,0.6666666666666666,0.0,inf
575,VE084,PPC,2,Response,0.7777777777777778,0.3,1.289110186494428
576,VE084,PPC,2,Post,0.8571428571428571,0.4444444444444444,1.2072808227600036
577,VE084,PPC,2,Control,0.6944444444444444,0.3142857142857143,0.9922266121554597
578,VE084,PPC,2,Stim,0.5,0.0,inf
579,VE084,PPC,2,Pre,0.8888888888888888,0.0,inf
580,VE084,PPC,3,Response,0.7777777777777778,0.2222222222222222,1.5294193475727744
581,VE084,PPC,3,Post,0.7777777777777778,0.5555555555555556,0.6249993749045251
582,VE084,PPC,3,Control,0.8333333333333334,0.29577464788732394,1.5040138202030287
583,VE084,PPC,3,Stim,0.5,0.3333333333333333,0.4307272992954576
584,VE084,PPC,3,Pre,0.8888888888888888,0.4444444444444444,1.3603506477292115
585,VE084,dCA1,1,Response,0.7272727272727273,0.2727272727272727,1.2091706931664743
586,VE084,dCA1,1,Post,0.5833333333333334,0.3,0.7348289069559657
587,VE084,dCA1,1,Control,0.8117647058823529,0.25,1.558907790023679
588,VE084,dCA1,1,Stim,0.8,0.18181818181818182,1.7500791021102997
589,VE084,dCA1,1,Pre,0.7,0.2,1.366021746280955
590,VE084,mPFC,1,Response,0.3333333333333333,0.0,inf
591,VE084,mPFC,1,Post,0.5384615384615384,0.45454545454545453,0.21074390961106748
592,VE084,mPFC,1,Control,0.72,0.16666666666666666,1.5502630733729177
593,VE084,mPFC,1,Stim,0.5,0.2,0.8416212335729143
594,VE084,mPFC,1,Pre,0.5,0.26666666666666666,0.6229257232100878
595,VE084,wM2,1,Response,0.2,0.0,inf
596,VE084,wM2,1,Post,0.8888888888888888,0.5,1.2206403488473494
597,VE084,wM2,1,Control,0.8833333333333333,0.2,2.0334374052543085
598,VE084,wM2,1,Stim,0.625,0.14285714285714285,1.386209887842517
599,VE084,wM2,1,Pre,1.0,0.125,inf
600,VE084,wM2,2,Response,0.2,0.0,inf
601,VE084,wM2,2,Post,0.2,0.16666666666666666,0.12580033252878708
602,VE084,wM2,2,Control,0.6410256410256411,0.15555555555555556,1.3740949751560112
603,VE084,wM2,2,Stim,0.5,0.16666666666666666,0.9674215661017014
604,VE084,wM2,2,Pre,0.5,0.16666666666666666,0.9674215661017014
605,VE084,wM2,3,Response,0.5714285714285714,0.0,inf
606,VE084,wM2,3,Post,0.25,0.2857142857142857,-0.1085409282632187
607,VE084,wM2,3,Control,0.7017543859649122,0.1694915254237288,1.485629556464851
608,VE084,wM2,3,Stim,0.5,0.25,0.6744897501960818
609,VE084,wM2,3,Pre,0.6,0.14285714285714285,1.3209176270139418
610,VE084,ALM,1,Response,0.3333333333333333,0.0,inf
611,VE084,ALM,1,Post,0.7272727272727273,0.2727272727272727,1.2091706931664743
612,VE084,ALM,1,Control,0.8444444444444444,0.2717391304347826,1.6204549596573647
613,VE084,ALM,1,Stim,0.5,0.45454545454545453,0.11418529432142839
614,VE084,ALM,1,Pre,0.8333333333333334,0.2,1.8090427996746157
615,VE084,ALM,2,Response,0.5,0.0,inf
616,VE084,ALM,2,Post,0.3333333333333333,0.5,-0.4307272992954576
617,VE084,ALM,2,Control,0.7872340425531915,0.2692307692307692,1.4120018434226873
618,VE084,ALM,2,Stim,0.42857142857142855,0.0,inf
619,VE084,ALM,2,Pre,0.75,0.5,0.6744897501960818
620,VE084,ALM,3,Response,0.5714285714285714,0.0,inf
621,VE084,ALM,3,Post,0.8571428571428571,0.25,1.7420602740742233
622,VE084,ALM,3,Control,0.8035714285714286,0.2711864406779661,1.4636760657099877
623,VE084,ALM,3,Stim,0.42857142857142855,0.5,-0.1800123697927051
624,VE084,ALM,3,Pre,1.0,0.5714285714285714,inf
625,VE084,ALM,4,Response,0.3333333333333333,0.0,inf
626,VE084,ALM,4,Post,0.8888888888888888,0.5555555555555556,1.0809300499654872
627,VE084,ALM,4,Control,0.821917808219178,0.18666666666666668,1.812945318608438
628,VE084,ALM,4,Stim,0.5555555555555556,0.0,inf
629,VE084,ALM,4,Pre,0.7777777777777778,0.3333333333333333,1.1954369730818448
630,VE084,tjM1,1,Response,0.16666666666666666,0.0,inf
631,VE084,tjM1,1,Post,0.75,0.375,0.993129114160457
632,VE084,tjM1,1,Control,0.7894736842105263,0.38095238095238093,1.1075768284165068
633,VE084,tjM1,1,Stim,0.5,0.25,0.6744897501960818
634,VE084,tjM1,1,Pre,1.0,0.5,inf
635,VE084,tjM1,2,Response,0.6923076923076923,0.08333333333333333,1.885396350473994
636,VE084,tjM1,2,Post,0.23076923076923078,0.06666666666666667,0.7647700286678953
637,VE084,tjM1,2,Control,0.75,0.0761904761904762,2.105661658829222
638,VE084,tjM1,2,Stim,0.5833333333333334,0.08333333333333333,1.5934225213485633
639,VE084,tjM1,2,Pre,0.9090909090909091,0.16666666666666666,2.3025993022206377
640,VE084,tjM1,3,Response,0.1,0.0,inf
641,VE084,tjM1,3,Post,0.4090909090909091,0.5238095238095238,-0.28960121736455496
642,VE084,tjM1,3,Control,0.7261146496815286,0.3812154696132597,0.9033941089201992
643,VE084,tjM1,3,Stim,0.4166666666666667,0.45454545454545453,-0.09624309992649628
644,VE084,tjM1,3,Pre,0.7,0.21739130434782608,1.3054343242307493
645,VE084,tjM1,4,Response,0.5,0.0,inf
646,VE084,tjM1,4,Post,0.5625,0.29411764705882354,0.6987057697392586
647,VE084,tjM1,4,Control,0.752,0.25984251968503935,1.3246279031060122
648,VE084,tjM1,4,Stim,0.5625,0.2,0.998931918183085
649,VE084,tjM1,4,Pre,0.6,0.2,1.094968336708714
650,VE085,wS1,1,Response,0.9090909090909091,0.07692307692307693,2.761254608391784
651,VE085,wS1,1,Post,0.5454545454545454,0.25,0.78867504451751
652,VE085,wS1,1,Control,0.6947368421052632,0.030612244897959183,2.3811930503303858
653,VE085,wS1,1,Stim,0.25,0.08333333333333333,0.7085043769045567
654,VE085,wS1,1,Pre,0.5,0.0,inf
655,VE085,wS1,2,Response,0.75,0.0,inf
656,VE085,wS1,2,Post,0.5714285714285714,0.1111111111111111,1.4006527186400548
657,VE085,wS1,2,Control,0.75,0.03333333333333333,2.5084043860119962
658,VE085,wS1,2,Stim,0.5,0.14285714285714285,1.0675705238781419
659,VE085,wS1,2,Pre,0.6666666666666666,0.0,inf
660,VE085,wS2,1,Response,0.7,0.1,1.8059520782526413
661,VE085,wS2,1,Post,0.7,0.2727272727272727,1.1289858592912778
662,VE085,wS2,1,Control,0.8589743589743589,0.19047619047619047,1.9518655718083493
663,VE085,wS2,1,Stim,0.5,0.09090909090909091,1.3351777361189368
664,VE085,wS2,1,Pre,0.8181818181818182,0.09090909090909091,2.243635604656322
665,VE085,wS2,2,Response,1.0,0.0,inf
666,VE085,wS2,2,Post,1.0,0.0,inf
667,VE085,wS2,2,Control,0.8809523809523809,0.10416666666666667,2.4379226786749575
668,VE085,wS2,2,Stim,0.16666666666666666,0.0,inf
669,VE085,wS2,2,Pre,1.0,0.4,inf
670,VE085,wM1,1,Response,0.7857142857142857,0.13333333333333333,1.9024102243801604
671,VE085,wM1,1,Post,0.6153846153846154,0.5333333333333333,0.20972949821406436
672,VE085,wM1,1,Control,0.8645833333333334,0.37142857142857144,1.4292176159055048
673,VE085,wM1,1,Stim,0.6923076923076923,0.3333333333333333,0.933129522668813
674,VE085,wM1,1,Pre,0.9166666666666666,0.23076923076923078,2.1193100444767676
675,VE085,wM1,2,Response,0.5,0.14285714285714285,1.0675705238781419
676,VE085,wM1,2,Post,0.5,0.16666666666666666,0.9674215661017014
677,VE085,wM1,2,Control,0.9210526315789473,0.10204081632653061,2.6821959939762996
678,VE085,wM1,2,Stim,0.16666666666666666,0.2,-0.12580033252878708
679,VE085,wM1,2,Pre,0.6666666666666666,0.2,1.2723485328683717
680,VE085,Aud,1,Response,0.6842105263157895,0.0,inf
681,VE085,Aud,1,Post,0.5,0.25,0.6744897501960818
682,VE085,Aud,1,Control,0.6865671641791045,0.125,1.636492535207483
683,VE085,Aud,1,Stim,0.125,0.16666666666666666,-0.18292781427430693
684,VE085,Aud,1,Pre,0.6875,0.0,inf
685,VE085,Aud,2,Response,0.8888888888888888,0.0,inf
686,VE085,Aud,2,Post,0.75,0.3333333333333333,1.1052170494915394
687,VE085,Aud,2,Control,0.8095238095238095,0.07142857142857142,2.3413766419323636
688,VE085,Aud,2,Stim,0.2,0.2,0.0
689,VE085,Aud,2,Pre,0.8,0.0,inf
690,VE085,Vis,1,Response,0.5,0.5,0.0
691,VE085,Vis,1,Post,0.6,0.2,1.094968336708714
692,VE085,Vis,1,Control,0.8620689655172413,0.37209302325581395,1.4159769739509016
693,VE085,Vis,1,Stim,0.42857142857142855,0.2,0.6616088637802092
694,VE085,Vis,1,Pre,1.0,0.0,inf
695,VE085,Vis,2,Response,0.5714285714285714,0.5,0.18001236979270496
696,VE085,Vis,2,Post,0.7777777777777778,0.1,2.046261239330988
697,VE085,Vis,2,Control,0.7848101265822784,0.3132530120481928,1.275192498795314
698,VE085,Vis,2,Stim,0.5833333333333334,0.18181818181818182,1.11888626278531
699,VE085,Vis,2,Pre,0.5833333333333334,0.5,0.21042839424792484
700,VE085,Vis,3,Response,0.8,0.375,1.1602605975372895
701,VE085,Vis,3,Post,0.8333333333333334,0.75,0.29293181590561956
702,VE085,Vis,3,Control,0.8653846153846154,0.48214285714285715,1.1496119206576267
703,VE085,Vis,3,Stim,0.75,0.5,0.6744897501960818
704,VE085,Vis,3,Pre,0.8571428571428571,0.875,-0.08277885649786687
705,VE085,PPC,1,Response,0.375,0.23076923076923078,0.41767655341175436
706,VE085,PPC,1,Post,0.36363636363636365,0.2222222222222222,0.4159539782693425
707,VE085,PPC,1,Control,0.6842105263157895,0.2,1.3211268869038644
708,VE085,PPC,1,Stim,0.45454545454545453,0.2727272727272727,0.49040005226180877
709,VE085,PPC,1,Pre,0.5,0.18181818181818182,0.9084578685373852
710,VE085,PPC,2,Response,0.2857142857142857,0.2222222222222222,0.1987608518535241
711,VE085,PPC,2,Post,0.5555555555555556,0.25,0.814200049077944
712,VE085,PPC,2,Control,0.671875,0.18461538461538463,1.3430117085304851
713,VE085,PPC,2,Stim,0.0,0.1111111111111111,-inf
714,VE085,PPC,2,Pre,0.5,0.25,0.6744897501960818
715,VE085,PPC,3,Response,0.7272727272727273,0.5,0.6045853465832371
716,VE085,PPC,3,Post,0.6363636363636364,0.3333333333333333,0.7794829948125024
717,VE085,PPC,3,Control,0.7317073170731707,0.3191489361702128,1.088064774817266
718,VE085,PPC,3,Stim,0.4444444444444444,0.16666666666666666,0.8277112672198392
719,VE085,PPC,3,Pre,0.6,0.36363636363636365,0.6021027986528444
720,VE085,dCA1,1,Response,0.5555555555555556,0.125,1.2900596792578705
721,VE085,dCA1,1,Post,0.875,0.125,2.3006987607520166
722,VE085,dCA1,1,Control,0.7758620689655172,0.21311475409836064,1.5539528562750815
723,VE085,dCA1,1,Stim,0.5,0.0,inf
724,VE085,dCA1,1,Pre,0.5714285714285714,0.125,1.3303617501687133
725,VE085,mPFC,1,Response,0.3333333333333333,0.0,inf
726,VE085,mPFC,1,Post,0.2222222222222222,0.125,0.3856397065896211
727,VE085,mPFC,1,Control,0.803030303030303,0.23943661971830985,1.560611010022291
728,VE085,mPFC,1,Stim,0.14285714285714285,0.25,-0.39308077368206007
729,VE085,mPFC,1,Pre,0.3,0.2,0.3172207208648734
730,VE085,wM2,1,Response,0.6,0.14285714285714285,1.3209176270139418
731,VE085,wM2,1,Post,0.7142857142857143,0.7142857142857143,0.0
732,VE085,wM2,1,Control,0.8333333333333334,0.49056603773584906,0.9910712070323207
733,VE085,wM2,1,Stim,0.8571428571428571,0.6666666666666666,0.636843224582684
734,VE085,wM2,1,Pre,0.8,0.8333333333333334,-0.12580033252878697
735,VE085,wM2,2,Response,0.14285714285714285,0.0,inf
736,VE085,wM2,2,Post,0.3076923076923077,0.5555555555555556,-0.6421125222552175
737,VE085,wM2,2,Control,0.5774647887323944,0.19444444444444445,1.057046120842002
738,VE085,wM2,2,Stim,0.4,0.4444444444444444,-0.11363680425393766
739,VE085,wM2,2,Pre,0.375,0.2222222222222222,0.446070309822012
740,VE085,wM2,3,Response,0.4,0.14285714285714285,0.8142234207423421
741,VE085,wM2,3,Post,0.625,0.6666666666666666,-0.11208793533108224
742,VE085,wM2,3,Control,0.7631578947368421,0.375,1.0351368641423666
743,VE085,wM2,3,Stim,0.8571428571428571,1.0,-inf
744,VE085,wM2,3,Pre,0.7142857142857143,0.2857142857142857,1.1318976438657262
745,VE085,ALM,1,Response,0.0,0.0,
746,VE085,ALM,1,Post,0.2222222222222222,0.125,0.3856397065896211
747,VE085,ALM,1,Control,0.6,0.29333333333333333,0.7970198834346199
748,VE085,ALM,1,Stim,0.6,0.125,1.403696483511808
749,VE085,ALM,1,Pre,0.6666666666666666,0.3,0.9551278120034983
