,hypothesis,model_name,t_trial_21,t_trial12,power,activation,seed
57,nofb,Non-local inhibition,0.5069930553436279,0.6252632141113281,0.2,0,2
58,nofb,Non-local inhibition,0.6839669942855835,0.6612902283668518,0.5,0,2
59,nofb,Non-local inhibition,0.8307521939277649,0.6548469662666321,1,0,2
60,nofb,No Dale's law,0.1879148781299591,0.22388418018817902,0,0,0
61,nofb,No Dale's law,0.2393191009759903,0.542618989944458,0.1,0,0
62,nofb,No Dale's law,0.3689348101615906,0.6404433846473694,0.2,0,0
63,nofb,No Dale's law,0.6048277616500854,0.7353657484054565,0.5,0,0
64,nofb,No Dale's law,1.2285590171813965,0.8894301056861877,1,0,0
65,nofb,No Dale's law,0.17276525497436523,0.20337724685668945,0,0,1
66,nofb,No Dale's law,0.240894615650177,0.9782033562660217,0.1,0,1
67,nofb,No Dale's law,0.3195284307003021,0.6335091590881348,0.2,0,1
68,nofb,No Dale's law,0.5686820149421692,0.7726060748100281,0.5,0,1
69,nofb,No Dale's law,0.8214125037193298,0.9193509221076965,1,0,1
70,nofb,No Dale's law,0.18711747229099274,0.22643351554870605,0,0,2
71,nofb,No Dale's law,0.20842024683952332,0.616016685962677,0.1,0,2
72,nofb,No Dale's law,0.2542540431022644,0.6159175038337708,0.2,0,2
73,nofb,No Dale's law,0.309424489736557,0.6652631163597107,0.5,0,2
74,nofb,No Dale's law,0.6051766276359558,0.7858631014823914,1,0,2
75,nofb,No TM,0.33268338441848755,0.5705692172050476,0,0,0
76,nofb,No TM,0.45145392417907715,1.2439616918563843,0.1,0,0
77,nofb,No TM,0.46098166704177856,1.4385008811950684,0.2,0,0
78,nofb,No TM,0.46856263279914856,1.4762423038482666,0.5,0,0
79,nofb,No TM,0.47028499841690063,1.470051646232605,1,0,0
80,nofb,No TM,0.3187215030193329,0.4874596893787384,0,0,1
81,nofb,No TM,0.3269069194793701,1.1521567106246948,0.1,0,1
82,nofb,No TM,0.3322320878505707,1.4034225940704346,0.2,0,1
83,nofb,No TM,0.33291956782341003,1.5093861818313599,0.5,0,1
84,nofb,No TM,0.33335721492767334,1.5159565210342407,1,0,1
85,nofb,No TM,0.34387826919555664,0.5567916035652161,0,0,2
86,nofb,No TM,0.3648074269294739,1.2788317203521729,0.1,0,2
87,nofb,No TM,0.3706265389919281,1.5108487606048584,0.2,0,2
88,nofb,No TM,0.3720850348472595,1.572001576423645,0.5,0,2
89,nofb,No TM,0.3726326525211334,1.5157368183135986,1,0,2
90,nofb,No spike,0.16908027231693268,0.20974832773208618,0,0,0
91,nofb,No spike,0.17530855536460876,0.5550283193588257,0.1,0,0
92,nofb,No spike,0.17634283006191254,0.7281888127326965,0.2,0,0
93,nofb,No spike,0.17652109265327454,0.7302882075309753,0.5,0,0
94,nofb,No spike,0.17655538022518158,0.759207546710968,1,0,0
95,nofb,No spike,0.1664300411939621,0.20075395703315735,0,0,1
96,nofb,No spike,0.21543067693710327,0.7408931851387024,0.1,0,1
97,nofb,No spike,0.21883784234523773,0.7424821853637695,0.2,0,1
98,nofb,No spike,0.22093534469604492,0.7500573396682739,0.5,0,1
99,nofb,No spike,0.22163859009742737,0.757665753364563,1,0,1
100,nofb,No spike,0.16667057573795319,0.19696453213691711,0,0,2
101,nofb,No spike,0.16666974127292633,0.5910657048225403,0.1,0,2
102,nofb,No spike,0.16666753590106964,0.703775942325592,0.2,0,2
103,nofb,No spike,0.16666902601718903,0.7190638780593872,0.5,0,2
104,nofb,No spike,0.16666921973228455,0.731717586517334,1,0,2
105,nofb,No spike + reset,0.192189559340477,0.21767118573188782,0,0,0
106,nofb,No spike + reset,0.1920267939567566,0.6514320373535156,0.1,0,0
107,nofb,No spike + reset,0.1924196481704712,0.7507147192955017,0.2,0,0
108,nofb,No spike + reset,0.1944989264011383,0.8086951971054077,0.5,0,0
109,nofb,No spike + reset,0.1966613382101059,0.7533929347991943,1,0,0
110,nofb,No spike + reset,0.19867120683193207,0.22410811483860016,0,0,1
111,nofb,No spike + reset,0.22142018377780914,0.6055588722229004,0.1,0,1
112,nofb,No spike + reset,0.23794320225715637,0.659203052520752,0.2,0,1
113,nofb,No spike + reset,0.24545185267925262,0.7087641358375549,0.5,0,1
114,nofb,No spike + reset,0.24671316146850586,0.6846915483474731,1,0,1
115,nofb,No spike + reset,0.17790210247039795,0.2056160867214203,0,0,2
116,nofb,No spike + reset,0.1837741881608963,0.688908040523529,0.1,0,2
117,nofb,No spike + reset,0.19774235785007477,0.754033088684082,0.2,0,2
118,nofb,No spike + reset,0.20299190282821655,0.785646378993988,0.5,0,2
119,nofb,No spike + reset,0.20341533422470093,0.7370730042457581,1,0,2
120,nofb,Sigmoid,0.16668999195098877,0.18859586119651794,0,0,0
121,nofb,Sigmoid,0.21360145509243011,0.6338842511177063,0.1,0,0
122,nofb,Sigmoid,0.49241116642951965,1.8402501344680786,0.2,0,0
123,nofb,Sigmoid,0.9521593451499939,5.857564926147461,0.5,0,0
124,nofb,Sigmoid,2.627537965774536,8.30984878540039,1,0,0
125,nofb,Sigmoid,0.15468338131904602,0.18210585415363312,0,0,1
126,nofb,Sigmoid,0.3456878066062927,0.9501760005950928,0.1,0,1
127,nofb,Sigmoid,0.4271083176136017,0.9026709794998169,0.2,0,1
128,nofb,Sigmoid,0.5919083952903748,0.8907585740089417,0.5,0,1
129,nofb,Sigmoid,1.01850163936615,1.3475011587142944,1,0,1
130,nofb,Sigmoid,0.15691128373146057,0.17753741145133972,0,0,2
131,nofb,Sigmoid,0.21621350944042206,0.6061251163482666,0.1,0,2
132,nofb,Sigmoid,0.29751428961753845,0.8635848760604858,0.2,0,2
133,nofb,Sigmoid,0.8901454210281372,1.6095390319824219,0.5,0,2
134,nofb,Sigmoid,1.971347451210022,3.5051655769348145,1,0,2
135,nofb,base,0.1693873405456543,0.20532764494419098,0,1,1
136,nofb,base,0.16529272496700287,0.2028278261423111,0,1,2
137,nofb,base,0.1662556380033493,0.20196498930454254,0,1,3
138,nofb,base,0.1693873405456543,0.15192030370235443,0.01,1,1
139,nofb,base,0.16529272496700287,0.1535366326570511,0.01,1,2
140,nofb,base,0.1662556380033493,0.1526111513376236,0.01,1,3
141,nofb,base,0.1693873405456543,0.1155000776052475,0.02,1,1
142,nofb,base,0.16529272496700287,0.11696603894233704,0.02,1,2
143,nofb,base,0.1662556380033493,0.11446622014045715,0.02,1,3
144,nofb,base,0.1693873405456543,0.07079139351844788,0.04,1,1
145,nofb,base,0.16529272496700287,0.07131584733724594,0.04,1,2
146,nofb,base,0.1662556380033493,0.06914135813713074,0.04,1,3
147,nofb,base,0.1693873405456543,0.037842996418476105,0.08,1,1
148,nofb,base,0.16529272496700287,0.038117144256830215,0.08,1,2
149,nofb,base,0.1662556380033493,0.03815985843539238,0.08,1,3
150,nofb,Full rec. method,0.20705023407936096,0.23320794105529785,0,1,0
151,nofb,Full rec. method,0.20830199122428894,0.18654978275299072,0.01,1,0
152,nofb,Full rec. method,0.2061793953180313,0.13505087792873383,0.02,1,0
153,nofb,Full rec. method,0.21000640094280243,0.08433374017477036,0.04,1,0
154,nofb,Full rec. method,0.22626715898513794,0.04607750475406647,0.08,1,0
155,nofb,Full rec. method,0.18157830834388733,0.21757343411445618,0,1,1
156,nofb,Full rec. method,0.18771448731422424,0.1676078885793686,0.01,1,1
157,nofb,Full rec. method,0.1940935254096985,0.139474019408226,0.02,1,1
158,nofb,Full rec. method,0.21889175474643707,0.14357565343379974,0.04,1,1
159,nofb,Full rec. method,0.3051525056362152,0.15546126663684845,0.08,1,1
160,nofb,Full rec. method,0.1823933869600296,0.21667827665805817,0,1,2
161,nofb,Full rec. method,0.18362104892730713,0.1595107913017273,0.01,1,2
162,nofb,Full rec. method,0.19019289314746857,0.12447372823953629,0.02,1,2
163,nofb,Full rec. method,0.2229512482881546,0.09614749997854233,0.04,1,2
164,nofb,Full rec. method,0.3858465552330017,0.05921284109354019,0.08,1,2
165,nofb,No sparsity,0.2064698338508606,0.24260622262954712,0,1,0
166,nofb,No sparsity,0.1943802684545517,0.17431285977363586,0.01,1,0
167,nofb,No sparsity,0.24615834653377533,0.19479061663150787,0.02,1,0
168,nofb,No sparsity,0.5966035723686218,0.14543417096138,0.04,1,0
169,nofb,No sparsity,2.3639445304870605,0.13798187673091888,0.08,1,0
170,nofb,No sparsity,0.20521019399166107,0.24814128875732422,0,1,1
171,nofb,No sparsity,0.21529138088226318,0.19996249675750732,0.01,1,1
172,nofb,No sparsity,0.24718154966831207,0.16033697128295898,0.02,1,1
173,nofb,No sparsity,0.4519643783569336,0.14470362663269043,0.04,1,1
174,nofb,No sparsity,2.0489819049835205,0.15735292434692383,0.08,1,1
175,nofb,No sparsity,0.18106302618980408,0.21512937545776367,0,1,2
176,nofb,No sparsity,0.20841462910175323,0.17486925423145294,0.01,1,2
177,nofb,No sparsity,0.30412375926971436,0.15054064989089966,0.02,1,2
178,nofb,No sparsity,0.7621763944625854,0.1388426274061203,0.04,1,2
179,nofb,No sparsity,3.02565336227417,0.14849910140037537,0.08,1,2
180,nofb,Non-local inhibition,0.17926566302776337,0.21225214004516602,0,1,0
181,nofb,Non-local inhibition,0.1805287003517151,0.1677629053592682,0.01,1,0
182,nofb,Non-local inhibition,0.1806381195783615,0.15943385660648346,0.02,1,0
183,nofb,Non-local inhibition,0.1818804293870926,0.1983557641506195,0.04,1,0
184,nofb,Non-local inhibition,0.18621376156806946,0.23080667853355408,0.08,1,0
185,nofb,Non-local inhibition,0.1926645189523697,0.22876526415348053,0,1,1
186,nofb,Non-local inhibition,0.19751517474651337,0.20738370716571808,0.01,1,1
187,nofb,Non-local inhibition,0.21086768805980682,0.23818452656269073,0.02,1,1
188,nofb,Non-local inhibition,0.2670361399650574,0.3219833970069885,0.04,1,1
189,nofb,Non-local inhibition,0.45125865936279297,0.4133486747741699,0.08,1,1
190,nofb,Non-local inhibition,0.22037281095981598,0.26494887471199036,0,1,2
191,nofb,Non-local inhibition,0.21352915465831757,0.23440437018871307,0.01,1,2
192,nofb,Non-local inhibition,0.2133053094148636,0.25188586115837097,0.02,1,2
193,nofb,Non-local inhibition,0.2074047178030014,0.32360008358955383,0.04,1,2
194,nofb,Non-local inhibition,0.2100241780281067,0.3783171772956848,0.08,1,2
195,nofb,No Dale's law,0.1879148781299591,0.22388418018817902,0,1,0
196,nofb,No Dale's law,0.24459987878799438,0.22489579021930695,0.01,1,0
197,nofb,No Dale's law,0.3406815528869629,0.2931370139122009,0.02,1,0
198,nofb,No Dale's law,0.5909568667411804,0.4917464256286621,0.04,1,0
199,nofb,No Dale's law,0.8721157312393188,0.752682626247406,0.08,1,0
200,nofb,No Dale's law,0.17276525497436523,0.20337724685668945,0,1,1
201,nofb,No Dale's law,0.18776610493659973,0.20811191201210022,0.01,1,1
202,nofb,No Dale's law,0.2395685315132141,0.3051833212375641,0.02,1,1
203,nofb,No Dale's law,0.4461270570755005,0.5138455629348755,0.04,1,1
204,nofb,No Dale's law,0.8439123034477234,0.7975745797157288,0.08,1,1
205,nofb,No Dale's law,0.18711747229099274,0.22643351554870605,0,1,2
206,nofb,No Dale's law,0.20870304107666016,0.21951070427894592,0.01,1,2
207,nofb,No Dale's law,0.2495400756597519,0.2478555142879486,0.02,1,2
208,nofb,No Dale's law,0.3980877995491028,0.38626742362976074,0.04,1,2
209,nofb,No Dale's law,0.7920722961425781,0.5911075472831726,0.08,1,2
210,nofb,No TM,0.33268338441848755,0.5705692172050476,0,1,0
211,nofb,No TM,0.3386397957801819,0.4413496255874634,0.01,1,0
212,nofb,No TM,0.35338905453681946,0.3731386661529541,0.02,1,0
213,nofb,No TM,0.431931734085083,0.39100417494773865,0.04,1,0
214,nofb,No TM,0.7792582511901855,0.506405770778656,0.08,1,0
215,nofb,No TM,0.3187215030193329,0.4874596893787384,0,1,1
216,nofb,No TM,0.3190048038959503,0.36138325929641724,0.01,1,1
217,nofb,No TM,0.32106631994247437,0.28039976954460144,0.02,1,1
218,nofb,No TM,0.32995906472206116,0.21817700564861298,0.04,1,1
219,nofb,No TM,0.3457695245742798,0.27877116203308105,0.08,1,1
220,nofb,No TM,0.34387826919555664,0.5567916035652161,0,1,2
221,nofb,No TM,0.3397497832775116,0.428132563829422,0.01,1,2
222,nofb,No TM,0.344042032957077,0.37070849537849426,0.02,1,2
223,nofb,No TM,0.3449743390083313,0.31468644738197327,0.04,1,2
224,nofb,No TM,0.3678588569164276,0.3709707260131836,0.08,1,2
225,nofb,No spike,0.16908027231693268,0.20974832773208618,0,1,0
226,nofb,No spike,0.1686677634716034,0.19843792915344238,0.01,1,0
227,nofb,No spike,0.16829624772071838,0.24315816164016724,0.02,1,0
228,nofb,No spike,0.16773246228694916,0.37201493978500366,0.04,1,0
229,nofb,No spike,0.16777636110782623,0.5628135204315186,0.08,1,0
230,nofb,No spike,0.1664300411939621,0.20075395703315735,0,1,1
231,nofb,No spike,0.16280962526798248,0.1805008500814438,0.01,1,1
232,nofb,No spike,0.16182276606559753,0.20282328128814697,0.02,1,1
233,nofb,No spike,0.17298655211925507,0.29812875390052795,0.04,1,1
234,nofb,No spike,0.23906129598617554,0.5582653880119324,0.08,1,1
235,nofb,No spike,0.16667057573795319,0.19696453213691711,0,1,2
236,nofb,No spike,0.16666752099990845,0.17721077799797058,0.01,1,2
237,nofb,No spike,0.16666288673877716,0.22564156353473663,0.02,1,2
238,nofb,No spike,0.16664725542068481,0.3945998251438141,0.04,1,2
239,nofb,No spike,0.16660241782665253,0.728995144367218,0.08,1,2
240,nofb,No spike + reset,0.192189559340477,0.21767118573188782,0,1,0
241,nofb,No spike + reset,0.19299909472465515,0.1840391755104065,0.01,1,0
242,nofb,No spike + reset,0.19428370893001556,0.19172194600105286,0.02,1,0
243,nofb,No spike + reset,0.1985679566860199,0.26973509788513184,0.04,1,0
244,nofb,No spike + reset,0.21517787873744965,0.4034721851348877,0.08,1,0
245,nofb,No spike + reset,0.19867120683193207,0.22410811483860016,0,1,1
246,nofb,No spike + reset,0.19959156215190887,0.18677984178066254,0.01,1,1
247,nofb,No spike + reset,0.2016548067331314,0.1779189556837082,0.02,1,1
248,nofb,No spike + reset,0.21053546667099,0.2161726951599121,0.04,1,1
249,nofb,No spike + reset,0.2574498653411865,0.31613409519195557,0.08,1,1
250,nofb,No spike + reset,0.17790210247039795,0.2056160867214203,0,1,2
251,nofb,No spike + reset,0.1782458871603012,0.16033823788166046,0.01,1,2
252,nofb,No spike + reset,0.17860591411590576,0.17066793143749237,0.02,1,2
253,nofb,No spike + reset,0.17921024560928345,0.2693924307823181,0.04,1,2
254,nofb,No spike + reset,0.17942143976688385,0.47367799282073975,0.08,1,2
255,nofb,Sigmoid,0.16668999195098877,0.18859586119651794,0,1,0
256,nofb,Sigmoid,0.15969151258468628,0.18713416159152985,0.01,1,0
257,nofb,Sigmoid,0.17183077335357666,0.32210707664489746,0.02,1,0
258,nofb,Sigmoid,0.2603224515914917,0.5971828699111938,0.04,1,0
259,nofb,Sigmoid,0.5986248850822449,0.9006066918373108,0.08,1,0
260,nofb,Sigmoid,0.15468338131904602,0.18210585415363312,0,1,1
261,nofb,Sigmoid,0.16412857174873352,0.25161173939704895,0.01,1,1
262,nofb,Sigmoid,0.1825828105211258,0.41231420636177063,0.02,1,1
263,nofb,Sigmoid,0.2442835420370102,0.6994787454605103,0.04,1,1
264,nofb,Sigmoid,0.4026239812374115,0.9913665652275085,0.08,1,1
265,nofb,Sigmoid,0.15691128373146057,0.17753741145133972,0,1,2
266,nofb,Sigmoid,0.15912213921546936,0.21248173713684082,0.01,1,2
267,nofb,Sigmoid,0.16517122089862823,0.3431571125984192,0.02,1,2
268,nofb,Sigmoid,0.1910070776939392,0.605868399143219,0.04,1,2
269,nofb,Sigmoid,0.28623515367507935,0.9058890342712402,0.08,1,2
