,hypothesis,model_name,t_trial_21,t_trial12,power,activation,seed
84,withfb1,No TM,0.47622406482696533,0.9719012379646301,1,0,1
85,withfb1,No TM,0.3847246766090393,0.546725869178772,0,0,2
86,withfb1,No TM,0.4373226463794708,1.3736079931259155,0.1,0,2
87,withfb1,No TM,0.4477876126766205,1.4766255617141724,0.2,0,2
88,withfb1,No TM,0.4542202353477478,1.519691824913025,0.5,0,2
89,withfb1,No TM,0.47079482674598694,1.4151639938354492,1,0,2
90,withfb1,No spike,0.1796024888753891,0.2028743326663971,0,0,0
91,withfb1,No spike,0.18449120223522186,0.6828902959823608,0.1,0,0
92,withfb1,No spike,0.18750323355197906,0.7745456099510193,0.2,0,0
93,withfb1,No spike,0.20665042102336884,0.8280801177024841,0.5,0,0
94,withfb1,No spike,0.32620593905448914,0.7518606781959534,1,0,0
95,withfb1,No spike,0.17728468775749207,0.19966217875480652,0,0,1
96,withfb1,No spike,0.20605841279029846,0.7385032773017883,0.1,0,1
97,withfb1,No spike,0.21323265135288239,0.8392838835716248,0.2,0,1
98,withfb1,No spike,0.2119036614894867,0.8390949964523315,0.5,0,1
99,withfb1,No spike,0.26032936573028564,0.7713565230369568,1,0,1
100,withfb1,No spike,0.17580796778202057,0.20203909277915955,0,0,2
101,withfb1,No spike,0.18384042382240295,0.7973475456237793,0.1,0,2
102,withfb1,No spike,0.1882302314043045,0.8490092158317566,0.2,0,2
103,withfb1,No spike,0.20713618397712708,0.8340943455696106,0.5,0,2
104,withfb1,No spike,0.32701432704925537,0.7563199996948242,1,0,2
105,withfb1,No spike + reset,0.19822584092617035,0.21767960488796234,0,0,0
106,withfb1,No spike + reset,0.20611988008022308,0.8819234371185303,0.1,0,0
107,withfb1,No spike + reset,0.2223123013973236,1.2581833600997925,0.2,0,0
108,withfb1,No spike + reset,0.26644331216812134,1.5109378099441528,0.5,0,0
109,withfb1,No spike + reset,0.4061439037322998,1.4037410020828247,1,0,0
110,withfb1,No spike + reset,0.19375242292881012,0.21623671054840088,0,0,1
111,withfb1,No spike + reset,0.37072840332984924,0.6920104622840881,0.1,0,1
112,withfb1,No spike + reset,0.39689648151397705,1.0160508155822754,0.2,0,1
113,withfb1,No spike + reset,0.37962475419044495,1.2603461742401123,0.5,0,1
114,withfb1,No spike + reset,0.3592297434806824,1.2326451539993286,1,0,1
115,withfb1,No spike + reset,0.20008216798305511,0.21743200719356537,0,0,2
116,withfb1,No spike + reset,0.2041134387254715,0.8793880343437195,0.1,0,2
117,withfb1,No spike + reset,0.2203122228384018,1.0209916830062866,0.2,0,2
118,withfb1,No spike + reset,0.25188446044921875,1.1221365928649902,0.5,0,2
119,withfb1,No spike + reset,0.37431085109710693,1.0028594732284546,1,0,2
120,withfb1,Sigmoid,0.16677092015743256,0.1821308583021164,0,0,0
121,withfb1,Sigmoid,0.26396432518959045,0.74840247631073,0.1,0,0
122,withfb1,Sigmoid,0.8113816380500793,1.194610834121704,0.2,0,0
123,withfb1,Sigmoid,0.6747152805328369,1.2565752267837524,0.5,0,0
124,withfb1,Sigmoid,0.9641802310943604,1.0533052682876587,1,0,0
125,withfb1,Sigmoid,0.1535477340221405,0.18255843222141266,0,0,1
126,withfb1,Sigmoid,0.2623439133167267,0.8065673112869263,0.1,0,1
127,withfb1,Sigmoid,0.5212158560752869,0.9811639785766602,0.2,0,1
128,withfb1,Sigmoid,0.6710475087165833,0.9721071124076843,0.5,0,1
129,withfb1,Sigmoid,1.0133779048919678,1.1050721406936646,1,0,1
130,withfb1,Sigmoid,0.1793389767408371,0.20243726670742035,0,0,2
131,withfb1,Sigmoid,0.32379400730133057,0.87151700258255,0.1,0,2
132,withfb1,Sigmoid,0.5456588268280029,2.3515799045562744,0.2,0,2
133,withfb1,Sigmoid,1.0805037021636963,5.987078666687012,0.5,0,2
134,withfb1,Sigmoid,2.353074550628662,19.28833770751953,1,0,2
135,withfb1,base,0.16652819514274597,0.20339685678482056,0,1,1
136,withfb1,base,0.1690116822719574,0.20784886181354523,0,1,2
137,withfb1,base,0.16683241724967957,0.20429448783397675,0,1,3
138,withfb1,base,0.14128372073173523,0.15812431275844574,0.01,1,1
139,withfb1,base,0.14368049800395966,0.16164284944534302,0.01,1,2
140,withfb1,base,0.14491233229637146,0.15871268510818481,0.01,1,3
141,withfb1,base,0.12111189216375351,0.12681549787521362,0.02,1,1
142,withfb1,base,0.12035077810287476,0.1268487274646759,0.02,1,2
143,withfb1,base,0.12031642347574234,0.1265389770269394,0.02,1,3
144,withfb1,base,0.08557091653347015,0.08265038579702377,0.04,1,1
145,withfb1,base,0.08505059033632278,0.08431639522314072,0.04,1,2
146,withfb1,base,0.08498898148536682,0.08369706571102142,0.04,1,3
147,withfb1,base,0.042460184544324875,0.04560678452253342,0.08,1,1
148,withfb1,base,0.04301784932613373,0.04576588794589043,0.08,1,2
149,withfb1,base,0.04299421235918999,0.04560548812150955,0.08,1,3
150,withfb1,Full rec. method,0.18009577691555023,0.21089190244674683,0,1,0
151,withfb1,Full rec. method,0.16496433317661285,0.27497339248657227,0.01,1,0
152,withfb1,Full rec. method,0.1668497622013092,0.42176926136016846,0.02,1,0
153,withfb1,Full rec. method,0.19551269710063934,0.5529550909996033,0.04,1,0
154,withfb1,Full rec. method,0.2930474281311035,0.6587356328964233,0.08,1,0
155,withfb1,Full rec. method,0.17868155241012573,0.20924612879753113,0,1,1
156,withfb1,Full rec. method,0.14811912178993225,0.1810399889945984,0.01,1,1
157,withfb1,Full rec. method,0.12941554188728333,0.23370569944381714,0.02,1,1
158,withfb1,Full rec. method,0.09456983953714371,0.41701632738113403,0.04,1,1
159,withfb1,Full rec. method,0.0665101483464241,0.5867957472801208,0.08,1,1
160,withfb1,Full rec. method,0.19112151861190796,0.22276571393013,0,1,2
161,withfb1,Full rec. method,0.1614530086517334,0.22880864143371582,0.01,1,2
162,withfb1,Full rec. method,0.15988104045391083,0.25989750027656555,0.02,1,2
163,withfb1,Full rec. method,0.22210372984409332,0.22019018232822418,0.04,1,2
164,withfb1,Full rec. method,0.3870566189289093,0.18486393988132477,0.08,1,2
165,withfb1,No sparsity,0.18077565729618073,0.2114843726158142,0,1,0
166,withfb1,No sparsity,0.1523754745721817,0.2160334587097168,0.01,1,0
167,withfb1,No sparsity,0.13224446773529053,0.2941991686820984,0.02,1,0
168,withfb1,No sparsity,0.10269162058830261,0.3052060604095459,0.04,1,0
169,withfb1,No sparsity,0.07544196397066116,0.36269357800483704,0.08,1,0
170,withfb1,No sparsity,0.1876300722360611,0.21974503993988037,0,1,1
171,withfb1,No sparsity,0.16443967819213867,0.17702125012874603,0.01,1,1
172,withfb1,No sparsity,0.14656364917755127,0.16904129087924957,0.02,1,1
173,withfb1,No sparsity,0.11069191992282867,0.1943780481815338,0.04,1,1
174,withfb1,No sparsity,0.05643342807888985,0.23270437121391296,0.08,1,1
175,withfb1,No sparsity,0.19112223386764526,0.22019866108894348,0,1,2
176,withfb1,No sparsity,0.18150798976421356,0.1781647950410843,0.01,1,2
177,withfb1,No sparsity,0.22809894382953644,0.17656968533992767,0.02,1,2
178,withfb1,No sparsity,0.26675674319267273,0.14619535207748413,0.04,1,2
179,withfb1,No sparsity,0.17625242471694946,0.1414945274591446,0.08,1,2
180,withfb1,Non-local inhibition,0.18020714819431305,0.2147541344165802,0,1,0
181,withfb1,Non-local inhibition,0.17858949303627014,0.1886311024427414,0.01,1,0
182,withfb1,Non-local inhibition,0.2155696302652359,0.18135666847229004,0.02,1,0
183,withfb1,Non-local inhibition,0.33500194549560547,0.20603132247924805,0.04,1,0
184,withfb1,Non-local inhibition,0.5135451555252075,0.24989549815654755,0.08,1,0
185,withfb1,Non-local inhibition,0.18314507603645325,0.2176750749349594,0,1,1
186,withfb1,Non-local inhibition,0.16095474362373352,0.183299258351326,0.01,1,1
187,withfb1,Non-local inhibition,0.1598614752292633,0.1641997992992401,0.02,1,1
188,withfb1,Non-local inhibition,0.17352382838726044,0.13838185369968414,0.04,1,1
189,withfb1,Non-local inhibition,0.2621789872646332,0.1086883470416069,0.08,1,1
190,withfb1,Non-local inhibition,0.19041600823402405,0.2202421873807907,0,1,2
191,withfb1,Non-local inhibition,0.17537011206150055,0.169242724776268,0.01,1,2
192,withfb1,Non-local inhibition,0.21446573734283447,0.14652901887893677,0.02,1,2
193,withfb1,Non-local inhibition,0.37647107243537903,0.1504628211259842,0.04,1,2
194,withfb1,Non-local inhibition,0.645958662033081,0.22549721598625183,0.08,1,2
195,withfb1,No Dale's law,0.19271023571491241,0.22699634730815887,0,1,0
196,withfb1,No Dale's law,0.3211918771266937,0.18239359557628632,0.01,1,0
197,withfb1,No Dale's law,0.54816734790802,0.17137007415294647,0.02,1,0
198,withfb1,No Dale's law,0.9834914803504944,0.22806087136268616,0.04,1,0
199,withfb1,No Dale's law,1.2657479047775269,0.4017575681209564,0.08,1,0
200,withfb1,No Dale's law,0.1755135953426361,0.19878028333187103,0,1,1
201,withfb1,No Dale's law,0.21153858304023743,0.17103226482868195,0.01,1,1
202,withfb1,No Dale's law,0.3866485357284546,0.19820186495780945,0.02,1,1
203,withfb1,No Dale's law,0.7091530561447144,0.3431369364261627,0.04,1,1
204,withfb1,No Dale's law,0.9877344965934753,0.5897563099861145,0.08,1,1
205,withfb1,No Dale's law,0.17300093173980713,0.19997264444828033,0,1,2
206,withfb1,No Dale's law,0.1831146776676178,0.17254245281219482,0.01,1,2
207,withfb1,No Dale's law,0.2691419720649719,0.17969746887683868,0.02,1,2
208,withfb1,No Dale's law,0.5441281199455261,0.2881888449192047,0.04,1,2
209,withfb1,No Dale's law,0.9502333402633667,0.47430405020713806,0.08,1,2
210,withfb1,No TM,0.31885677576065063,0.44844311475753784,0,1,0
211,withfb1,No TM,0.27835404872894287,0.3455398678779602,0.01,1,0
212,withfb1,No TM,0.24459630250930786,0.27923667430877686,0.02,1,0
213,withfb1,No TM,0.2288978099822998,0.21823753416538239,0.04,1,0
214,withfb1,No TM,0.3399088680744171,0.24567179381847382,0.08,1,0
215,withfb1,No TM,0.3364158570766449,0.38842982053756714,0,1,1
216,withfb1,No TM,0.2966422140598297,0.3027731776237488,0.01,1,1
217,withfb1,No TM,0.28271493315696716,0.2440328449010849,0.02,1,1
218,withfb1,No TM,0.3250194787979126,0.16515515744686127,0.04,1,1
219,withfb1,No TM,0.5561416149139404,0.14168515801429749,0.08,1,1
220,withfb1,No TM,0.3847246766090393,0.546725869178772,0,1,2
221,withfb1,No TM,0.33019769191741943,0.452656626701355,0.01,1,2
222,withfb1,No TM,0.2865164875984192,0.3720957636833191,0.02,1,2
223,withfb1,No TM,0.2621052861213684,0.2662370502948761,0.04,1,2
224,withfb1,No TM,0.34614038467407227,0.14512944221496582,0.08,1,2
225,withfb1,No spike,0.1796024888753891,0.2028743326663971,0,1,0
226,withfb1,No spike,0.17116686701774597,0.1652228832244873,0.01,1,0
227,withfb1,No spike,0.19922123849391937,0.15085257589817047,0.02,1,0
228,withfb1,No spike,0.3213196098804474,0.1829458475112915,0.04,1,0
229,withfb1,No spike,0.6410889029502869,0.4312366545200348,0.08,1,0
230,withfb1,No spike,0.17728468775749207,0.19966217875480652,0,1,1
231,withfb1,No spike,0.17285385727882385,0.17353007197380066,0.01,1,1
232,withfb1,No spike,0.19867050647735596,0.17214779555797577,0.02,1,1
233,withfb1,No spike,0.29680517315864563,0.24079494178295135,0.04,1,1
234,withfb1,No spike,0.5582566857337952,0.4648890495300293,0.08,1,1
235,withfb1,No spike,0.17580796778202057,0.20203909277915955,0,1,2
236,withfb1,No spike,0.16953562200069427,0.16455568373203278,0.01,1,2
237,withfb1,No spike,0.19973577558994293,0.15617144107818604,0.02,1,2
238,withfb1,No spike,0.3240601122379303,0.21855565905570984,0.04,1,2
239,withfb1,No spike,0.6327875852584839,0.34754228591918945,0.08,1,2
240,withfb1,No spike + reset,0.19822584092617035,0.21767960488796234,0,1,0
241,withfb1,No spike + reset,0.15993954241275787,0.16374562680721283,0.01,1,0
242,withfb1,No spike + reset,0.16365669667720795,0.12904466688632965,0.02,1,0
243,withfb1,No spike + reset,0.2626514732837677,0.0990133211016655,0.04,1,0
244,withfb1,No spike + reset,0.5790415406227112,0.12994740903377533,0.08,1,0
245,withfb1,No spike + reset,0.19375242292881012,0.21623671054840088,0,1,1
246,withfb1,No spike + reset,0.16158469021320343,0.18555109202861786,0.01,1,1
247,withfb1,No spike + reset,0.14835159480571747,0.1576545685529709,0.02,1,1
248,withfb1,No spike + reset,0.16558274626731873,0.11137737333774567,0.04,1,1
249,withfb1,No spike + reset,0.29117465019226074,0.14382636547088623,0.08,1,1
250,withfb1,No spike + reset,0.20008216798305511,0.21743200719356537,0,1,2
251,withfb1,No spike + reset,0.20353595912456512,0.16284358501434326,0.01,1,2
252,withfb1,No spike + reset,0.24689210951328278,0.1338401436805725,0.02,1,2
253,withfb1,No spike + reset,0.38668522238731384,0.12033995985984802,0.04,1,2
254,withfb1,No spike + reset,0.6999029517173767,0.17424434423446655,0.08,1,2
255,withfb1,Sigmoid,0.16677092015743256,0.1821308583021164,0,1,0
256,withfb1,Sigmoid,0.21507380902767181,0.19895614683628082,0.01,1,0
257,withfb1,Sigmoid,0.36115968227386475,0.26817408204078674,0.02,1,0
258,withfb1,Sigmoid,0.7201288342475891,0.44225746393203735,0.04,1,0
259,withfb1,Sigmoid,1.1670736074447632,0.6295804381370544,0.08,1,0
260,withfb1,Sigmoid,0.1535477340221405,0.18255843222141266,0,1,1
261,withfb1,Sigmoid,0.17743368446826935,0.22782093286514282,0.01,1,1
262,withfb1,Sigmoid,0.2649509310722351,0.3419225811958313,0.02,1,1
263,withfb1,Sigmoid,0.48692482709884644,0.6078682541847229,0.04,1,1
264,withfb1,Sigmoid,0.8396738767623901,0.9640476107597351,0.08,1,1
265,withfb1,Sigmoid,0.1793389767408371,0.20243726670742035,0,1,2
266,withfb1,Sigmoid,0.15833847224712372,0.14932231605052948,0.01,1,2
267,withfb1,Sigmoid,0.24714778363704681,0.17593222856521606,0.02,1,2
268,withfb1,Sigmoid,0.5444918274879456,0.3350521922111511,0.04,1,2
269,withfb1,Sigmoid,1.008160948753357,0.555304765701294,0.08,1,2
