,period,area,miss_diff,propabilities,session
49,whisker,wS1,tensor(0.4184),"[0.38499999046325684, 0.10499999672174454, 0.42499998211860657, 0.08500000089406967]",2
50,delay,wS1,tensor(0.3469),"[0.3499999940395355, 0.14000000059604645, 0.41499999165534973, 0.0949999988079071]",2
51,response,wS1,tensor(0.0204),"[0.1899999976158142, 0.29999998211860657, 0.45499998331069946, 0.054999999701976776]",2
52,off,wS2,0,"[0.17999999225139618, 0.3100000023841858, 0.42499998211860657, 0.08500000089406967]",2
53,whisker,wS2,tensor(0.5102),"[0.429999977350235, 0.05999999865889549, 0.45499998331069946, 0.054999999701976776]",2
54,delay,wS2,tensor(0.),"[0.17999999225139618, 0.3100000023841858, 0.41999998688697815, 0.08999999612569809]",2
55,response,wS2,tensor(0.0408),"[0.19999998807907104, 0.28999999165534973, 0.4650000035762787, 0.044999998062849045]",2
56,off,wM1,0,"[0.17999999225139618, 0.3100000023841858, 0.42499998211860657, 0.08500000089406967]",2
57,whisker,wM1,tensor(-0.0204),"[0.17000000178813934, 0.3199999928474426, 0.41499999165534973, 0.0949999988079071]",2
58,delay,wM1,tensor(-0.0714),"[0.14499999582767487, 0.3449999988079071, 0.4050000011920929, 0.10499999672174454]",2
59,response,wM1,tensor(-0.0408),"[0.1599999964237213, 0.32999998331069946, 0.38499999046325684, 0.125]",2
60,off,wM2,0,"[0.17999999225139618, 0.3100000023841858, 0.42499998211860657, 0.08500000089406967]",2
61,whisker,wM2,tensor(-0.0408),"[0.1599999964237213, 0.32999998331069946, 0.4449999928474426, 0.06499999761581421]",2
62,delay,wM2,tensor(-0.0102),"[0.17499999701976776, 0.3149999976158142, 0.38999998569488525, 0.11999999731779099]",2
63,response,wM2,tensor(-0.0918),"[0.13499999046325684, 0.35499998927116394, 0.32999998331069946, 0.17999999225139618]",2
64,off,ALM,0,"[0.17999999225139618, 0.3100000023841858, 0.42499998211860657, 0.08500000089406967]",2
65,whisker,ALM,tensor(-0.0714),"[0.14499999582767487, 0.3449999988079071, 0.4399999976158142, 0.07000000029802322]",2
66,delay,ALM,tensor(0.2041),"[0.2800000011920929, 0.20999999344348907, 0.4050000011920929, 0.10499999672174454]",2
67,response,ALM,tensor(-0.0714),"[0.14499999582767487, 0.3449999988079071, 0.41499999165534973, 0.0949999988079071]",2
68,off,tjM1,0,"[0.17999999225139618, 0.3100000023841858, 0.42499998211860657, 0.08500000089406967]",2
69,whisker,tjM1,tensor(0.5102),"[0.429999977350235, 0.05999999865889549, 0.4099999964237213, 0.09999999403953552]",2
70,delay,tjM1,tensor(0.4490),"[0.3999999761581421, 0.08999999612569809, 0.42499998211860657, 0.08500000089406967]",2
71,response,tjM1,tensor(0.5000),"[0.42499998211860657, 0.06499999761581421, 0.5099999904632568, 0.0]",2
72,off,wS1,0,"[0.10499999672174454, 0.35499998927116394, 0.44999998807907104, 0.08999999612569809]",3
73,whisker,wS1,tensor(0.5652),"[0.3649999797344208, 0.0949999988079071, 0.4350000023841858, 0.10499999672174454]",3
74,delay,wS1,tensor(0.4130),"[0.29499998688697815, 0.16499999165534973, 0.44999998807907104, 0.08999999612569809]",3
75,response,wS1,tensor(0.0870),"[0.14499999582767487, 0.3149999976158142, 0.5, 0.03999999910593033]",3
76,off,wS2,0,"[0.10499999672174454, 0.35499998927116394, 0.44999998807907104, 0.08999999612569809]",3
77,whisker,wS2,tensor(0.5543),"[0.35999998450279236, 0.09999999403953552, 0.4749999940395355, 0.06499999761581421]",3
78,delay,wS2,tensor(0.1413),"[0.17000000178813934, 0.28999999165534973, 0.47999998927116394, 0.05999999865889549]",3
79,response,wS2,tensor(0.0761),"[0.14000000059604645, 0.3199999928474426, 0.5, 0.03999999910593033]",3
80,off,wM1,0,"[0.10499999672174454, 0.35499998927116394, 0.44999998807907104, 0.08999999612569809]",3
81,whisker,wM1,tensor(0.0435),"[0.125, 0.3349999785423279, 0.4650000035762787, 0.07499999552965164]",3
82,delay,wM1,tensor(0.0652),"[0.13499999046325684, 0.32499998807907104, 0.4599999785423279, 0.07999999821186066]",3
83,response,wM1,tensor(0.0109),"[0.10999999940395355, 0.3499999940395355, 0.45499998331069946, 0.08500000089406967]",3
84,off,wM2,0,"[0.10499999672174454, 0.35499998927116394, 0.44999998807907104, 0.08999999612569809]",3
85,whisker,wM2,tensor(0.0435),"[0.125, 0.3349999785423279, 0.47999998927116394, 0.05999999865889549]",3
86,delay,wM2,tensor(0.1739),"[0.1850000023841858, 0.2750000059604645, 0.429999977350235, 0.10999999940395355]",3
87,response,wM2,tensor(-0.0109),"[0.09999999403953552, 0.35999998450279236, 0.3449999988079071, 0.19499999284744263]",3
88,off,ALM,0,"[0.10499999672174454, 0.35499998927116394, 0.44999998807907104, 0.08999999612569809]",3
89,whisker,ALM,tensor(0.0543),"[0.12999999523162842, 0.32999998331069946, 0.4650000035762787, 0.07499999552965164]",3
90,delay,ALM,tensor(0.2826),"[0.23499999940395355, 0.22499999403953552, 0.429999977350235, 0.10999999940395355]",3
91,response,ALM,tensor(0.0435),"[0.125, 0.3349999785423279, 0.4599999785423279, 0.07999999821186066]",3
92,off,tjM1,0,"[0.10499999672174454, 0.35499998927116394, 0.44999998807907104, 0.08999999612569809]",3
93,whisker,tjM1,tensor(0.6196),"[0.38999998569488525, 0.07000000029802322, 0.45499998331069946, 0.08500000089406967]",3
94,delay,tjM1,tensor(0.5870),"[0.375, 0.08500000089406967, 0.4749999940395355, 0.06499999761581421]",3
95,response,tjM1,tensor(0.5870),"[0.375, 0.08500000089406967, 0.5399999618530273, 0.0]",3
96,off,wS1,0,"[0.11499999463558197, 0.3700000047683716, 0.4599999785423279, 0.054999999701976776]",4
97,whisker,wS1,tensor(0.4742),"[0.3449999988079071, 0.14000000059604645, 0.44999998807907104, 0.06499999761581421]",4
98,delay,wS1,tensor(0.3196),"[0.26999998092651367, 0.2149999886751175, 0.42499998211860657, 0.08999999612569809]",4
99,response,wS1,tensor(0.0825),"[0.1550000011920929, 0.32999998331069946, 0.48499998450279236, 0.029999999329447746]",4
100,off,wS2,0,"[0.11499999463558197, 0.3700000047683716, 0.4599999785423279, 0.054999999701976776]",4
101,whisker,wS2,tensor(0.5155),"[0.3649999797344208, 0.11999999731779099, 0.4350000023841858, 0.07999999821186066]",4
102,delay,wS2,tensor(0.0309),"[0.12999999523162842, 0.35499998927116394, 0.4749999940395355, 0.03999999910593033]",4
103,response,wS2,tensor(0.0412),"[0.13499999046325684, 0.3499999940395355, 0.44999998807907104, 0.06499999761581421]",4
104,off,wM1,0,"[0.11499999463558197, 0.3700000047683716, 0.4599999785423279, 0.054999999701976776]",4
105,whisker,wM1,tensor(0.0103),"[0.11999999731779099, 0.3649999797344208, 0.4449999928474426, 0.07000000029802322]",4
106,delay,wM1,tensor(-0.0515),"[0.08999999612569809, 0.39499998092651367, 0.4449999928474426, 0.07000000029802322]",4
107,response,wM1,tensor(0.0103),"[0.11999999731779099, 0.3649999797344208, 0.429999977350235, 0.08500000089406967]",4
108,off,wM2,0,"[0.11499999463558197, 0.3700000047683716, 0.4599999785423279, 0.054999999701976776]",4
109,whisker,wM2,tensor(0.0412),"[0.13499999046325684, 0.3499999940395355, 0.4099999964237213, 0.10499999672174454]",4
110,delay,wM2,tensor(0.0825),"[0.1550000011920929, 0.32999998331069946, 0.4099999964237213, 0.10499999672174454]",4
111,response,wM2,tensor(-0.0722),"[0.07999999821186066, 0.4050000011920929, 0.38999998569488525, 0.125]",4
112,off,ALM,0,"[0.11499999463558197, 0.3700000047683716, 0.4599999785423279, 0.054999999701976776]",4
113,whisker,ALM,tensor(0.0206),"[0.125, 0.35999998450279236, 0.4449999928474426, 0.07000000029802322]",4
114,delay,ALM,tensor(0.2887),"[0.2549999952316284, 0.22999998927116394, 0.41499999165534973, 0.09999999403953552]",4
115,response,ALM,tensor(0.0103),"[0.11999999731779099, 0.3649999797344208, 0.41499999165534973, 0.09999999403953552]",4
116,off,tjM1,0,"[0.11499999463558197, 0.3700000047683716, 0.4599999785423279, 0.054999999701976776]",4
117,whisker,tjM1,tensor(0.6289),"[0.41999998688697815, 0.06499999761581421, 0.4699999988079071, 0.044999998062849045]",4
118,delay,tjM1,tensor(0.5979),"[0.4050000011920929, 0.07999999821186066, 0.45499998331069946, 0.05999999865889549]",4
119,response,tjM1,tensor(0.5773),"[0.39499998092651367, 0.08999999612569809, 0.5149999856948853, 0.0]",4
