,period,area,miss_diff,propabilities,session
85,whisker,wM2,tensor(0.0435),"[0.2800000011920929, 0.17999999225139618, 0.3050000071525574, 0.23499999940395355]",3
86,delay,wM2,tensor(-0.0761),"[0.22499999403953552, 0.23499999940395355, 0.3400000035762787, 0.19999998807907104]",3
87,response,wM2,tensor(0.1196),"[0.3149999976158142, 0.14499999582767487, 0.3499999940395355, 0.1899999976158142]",3
88,off,ALM,0,"[0.25999999046325684, 0.19999998807907104, 0.3449999988079071, 0.19499999284744263]",3
89,whisker,ALM,tensor(0.0217),"[0.26999998092651367, 0.1899999976158142, 0.3449999988079071, 0.19499999284744263]",3
90,delay,ALM,tensor(-0.0109),"[0.2549999952316284, 0.20499999821186066, 0.32499998807907104, 0.2149999886751175]",3
91,response,ALM,tensor(0.2717),"[0.38499999046325684, 0.07499999552965164, 0.48499998450279236, 0.054999999701976776]",3
92,off,tjM1,0,"[0.25999999046325684, 0.19999998807907104, 0.3449999988079071, 0.19499999284744263]",3
93,whisker,tjM1,tensor(-0.0109),"[0.2549999952316284, 0.20499999821186066, 0.3499999940395355, 0.1899999976158142]",3
94,delay,tjM1,tensor(0.0326),"[0.2750000059604645, 0.1850000023841858, 0.3499999940395355, 0.1899999976158142]",3
95,response,tjM1,tensor(0.4348),"[0.4599999785423279, 0.0, 0.5399999618530273, 0.0]",3
96,off,wS1,0,"[0.2849999964237213, 0.19999998807907104, 0.3649999797344208, 0.14999999105930328]",4
97,whisker,wS1,tensor(-0.0412),"[0.26499998569488525, 0.2199999988079071, 0.3499999940395355, 0.16499999165534973]",4
98,delay,wS1,tensor(0.0309),"[0.29999998211860657, 0.1850000023841858, 0.3449999988079071, 0.17000000178813934]",4
99,response,wS1,tensor(0.1959),"[0.3799999952316284, 0.10499999672174454, 0.42499998211860657, 0.08999999612569809]",4
100,off,wS2,0,"[0.2849999964237213, 0.19999998807907104, 0.3649999797344208, 0.14999999105930328]",4
101,whisker,wS2,tensor(-0.0412),"[0.26499998569488525, 0.2199999988079071, 0.32499998807907104, 0.1899999976158142]",4
102,delay,wS2,tensor(-0.0206),"[0.2750000059604645, 0.20999999344348907, 0.32499998807907104, 0.1899999976158142]",4
103,response,wS2,tensor(0.2474),"[0.4050000011920929, 0.07999999821186066, 0.4599999785423279, 0.054999999701976776]",4
104,off,wM1,0,"[0.2849999964237213, 0.19999998807907104, 0.3649999797344208, 0.14999999105930328]",4
105,whisker,wM1,tensor(-0.0206),"[0.2750000059604645, 0.20999999344348907, 0.3649999797344208, 0.14999999105930328]",4
106,delay,wM1,tensor(-0.0103),"[0.2800000011920929, 0.20499999821186066, 0.375, 0.14000000059604645]",4
107,response,wM1,tensor(0.1340),"[0.3499999940395355, 0.13499999046325684, 0.35999998450279236, 0.1550000011920929]",4
108,off,wM2,0,"[0.2849999964237213, 0.19999998807907104, 0.3649999797344208, 0.14999999105930328]",4
109,whisker,wM2,tensor(-0.0825),"[0.2449999898672104, 0.23999999463558197, 0.3400000035762787, 0.17499999701976776]",4
110,delay,wM2,tensor(-0.0412),"[0.26499998569488525, 0.2199999988079071, 0.3499999940395355, 0.16499999165534973]",4
111,response,wM2,tensor(0.1134),"[0.3400000035762787, 0.14499999582767487, 0.39499998092651367, 0.11999999731779099]",4
112,off,ALM,0,"[0.2849999964237213, 0.19999998807907104, 0.3649999797344208, 0.14999999105930328]",4
113,whisker,ALM,tensor(-0.0309),"[0.26999998092651367, 0.2149999886751175, 0.3700000047683716, 0.14499999582767487]",4
114,delay,ALM,tensor(0.0722),"[0.3199999928474426, 0.16499999165534973, 0.3799999952316284, 0.13499999046325684]",4
115,response,ALM,tensor(0.3299),"[0.4449999928474426, 0.03999999910593033, 0.48499998450279236, 0.029999999329447746]",4
116,off,tjM1,0,"[0.2849999964237213, 0.19999998807907104, 0.3649999797344208, 0.14999999105930328]",4
117,whisker,tjM1,tensor(-0.0309),"[0.26999998092651367, 0.2149999886751175, 0.375, 0.14000000059604645]",4
118,delay,tjM1,tensor(0.0412),"[0.3050000071525574, 0.17999999225139618, 0.38499999046325684, 0.12999999523162842]",4
119,response,tjM1,tensor(0.4124),"[0.48499998450279236, 0.0, 0.5149999856948853, 0.0]",4
