,period,area,miss_diff,propabilities,session
55,response,wS2,tensor(0.3776),"[0.38499999046325684, 0.10499999672174454, 0.5099999904632568, 0.0]",2
56,off,wM1,0,"[0.19999998807907104, 0.28999999165534973, 0.5099999904632568, 0.0]",2
57,whisker,wM1,tensor(-0.0612),"[0.17000000178813934, 0.3199999928474426, 0.5099999904632568, 0.0]",2
58,delay,wM1,tensor(0.3878),"[0.38999998569488525, 0.09999999403953552, 0.5099999904632568, 0.0]",2
59,response,wM1,tensor(-0.0306),"[0.1850000023841858, 0.3050000071525574, 0.5099999904632568, 0.0]",2
60,off,wM2,0,"[0.19999998807907104, 0.28999999165534973, 0.5099999904632568, 0.0]",2
61,whisker,wM2,tensor(0.0816),"[0.23999999463558197, 0.25, 0.5049999952316284, 0.004999999888241291]",2
62,delay,wM2,tensor(0.5306),"[0.4599999785423279, 0.029999999329447746, 0.5099999904632568, 0.0]",2
63,response,wM2,tensor(0.1224),"[0.25999999046325684, 0.22999998927116394, 0.5099999904632568, 0.0]",2
64,off,ALM,0,"[0.19999998807907104, 0.28999999165534973, 0.5099999904632568, 0.0]",2
65,whisker,ALM,tensor(0.0510),"[0.22499999403953552, 0.26499998569488525, 0.5049999952316284, 0.004999999888241291]",2
66,delay,ALM,tensor(0.4490),"[0.41999998688697815, 0.07000000029802322, 0.5049999952316284, 0.004999999888241291]",2
67,response,ALM,tensor(0.0816),"[0.23999999463558197, 0.25, 0.5099999904632568, 0.0]",2
68,off,tjM1,0,"[0.19999998807907104, 0.28999999165534973, 0.5099999904632568, 0.0]",2
69,whisker,tjM1,tensor(0.5918),"[0.4899999797344208, 0.0, 0.5099999904632568, 0.0]",2
70,delay,tjM1,tensor(0.5918),"[0.4899999797344208, 0.0, 0.5099999904632568, 0.0]",2
71,response,tjM1,tensor(0.4796),"[0.4350000023841858, 0.054999999701976776, 0.5099999904632568, 0.0]",2
72,off,wS1,0,"[0.1899999976158142, 0.26999998092651367, 0.5399999618530273, 0.0]",3
73,whisker,wS1,tensor(0.0435),"[0.20999999344348907, 0.25, 0.5349999666213989, 0.004999999888241291]",3
74,delay,wS1,tensor(0.4457),"[0.39499998092651367, 0.06499999761581421, 0.5349999666213989, 0.004999999888241291]",3
75,response,wS1,tensor(0.0109),"[0.19499999284744263, 0.26499998569488525, 0.5349999666213989, 0.004999999888241291]",3
76,off,wS2,0,"[0.1899999976158142, 0.26999998092651367, 0.5399999618530273, 0.0]",3
77,whisker,wS2,tensor(-0.0435),"[0.17000000178813934, 0.28999999165534973, 0.5399999618530273, 0.0]",3
78,delay,wS2,tensor(0.2174),"[0.28999999165534973, 0.17000000178813934, 0.5349999666213989, 0.004999999888241291]",3
79,response,wS2,tensor(0.3696),"[0.35999998450279236, 0.09999999403953552, 0.5399999618530273, 0.0]",3
80,off,wM1,0,"[0.1899999976158142, 0.26999998092651367, 0.5399999618530273, 0.0]",3
81,whisker,wM1,tensor(0.0326),"[0.20499999821186066, 0.2549999952316284, 0.5399999618530273, 0.0]",3
82,delay,wM1,tensor(0.4239),"[0.38499999046325684, 0.07499999552965164, 0.5349999666213989, 0.004999999888241291]",3
83,response,wM1,tensor(-0.0652),"[0.1599999964237213, 0.29999998211860657, 0.5399999618530273, 0.0]",3
84,off,wM2,0,"[0.1899999976158142, 0.26999998092651367, 0.5399999618530273, 0.0]",3
85,whisker,wM2,tensor(0.0217),"[0.19999998807907104, 0.25999999046325684, 0.5399999618530273, 0.0]",3
86,delay,wM2,tensor(0.4891),"[0.41499999165534973, 0.044999998062849045, 0.5399999618530273, 0.0]",3
87,response,wM2,tensor(0.0326),"[0.20499999821186066, 0.2549999952316284, 0.5399999618530273, 0.0]",3
88,off,ALM,0,"[0.1899999976158142, 0.26999998092651367, 0.5399999618530273, 0.0]",3
89,whisker,ALM,tensor(0.1413),"[0.2549999952316284, 0.20499999821186066, 0.5399999618530273, 0.0]",3
90,delay,ALM,tensor(0.4348),"[0.38999998569488525, 0.07000000029802322, 0.5349999666213989, 0.004999999888241291]",3
91,response,ALM,tensor(0.0326),"[0.20499999821186066, 0.2549999952316284, 0.5399999618530273, 0.0]",3
92,off,tjM1,0,"[0.1899999976158142, 0.26999998092651367, 0.5399999618530273, 0.0]",3
93,whisker,tjM1,tensor(0.5870),"[0.4599999785423279, 0.0, 0.5349999666213989, 0.004999999888241291]",3
94,delay,tjM1,tensor(0.5652),"[0.44999998807907104, 0.009999999776482582, 0.5399999618530273, 0.0]",3
95,response,tjM1,tensor(0.4239),"[0.38499999046325684, 0.07499999552965164, 0.5399999618530273, 0.0]",3
96,off,wS1,0,"[0.19999998807907104, 0.2849999964237213, 0.5099999904632568, 0.004999999888241291]",4
97,whisker,wS1,tensor(0.0515),"[0.22499999403953552, 0.25999999046325684, 0.5099999904632568, 0.004999999888241291]",4
98,delay,wS1,tensor(0.4742),"[0.429999977350235, 0.054999999701976776, 0.5049999952316284, 0.009999999776482582]",4
99,response,wS1,tensor(0.0515),"[0.22499999403953552, 0.25999999046325684, 0.5049999952316284, 0.009999999776482582]",4
100,off,wS2,0,"[0.19999998807907104, 0.2849999964237213, 0.5099999904632568, 0.004999999888241291]",4
101,whisker,wS2,tensor(0.),"[0.19999998807907104, 0.2849999964237213, 0.5099999904632568, 0.004999999888241291]",4
102,delay,wS2,tensor(0.3711),"[0.3799999952316284, 0.10499999672174454, 0.5099999904632568, 0.004999999888241291]",4
103,response,wS2,tensor(0.4227),"[0.4050000011920929, 0.07999999821186066, 0.5149999856948853, 0.0]",4
104,off,wM1,0,"[0.19999998807907104, 0.2849999964237213, 0.5099999904632568, 0.004999999888241291]",4
105,whisker,wM1,tensor(0.0309),"[0.2149999886751175, 0.26999998092651367, 0.5149999856948853, 0.0]",4
106,delay,wM1,tensor(0.4433),"[0.41499999165534973, 0.07000000029802322, 0.5049999952316284, 0.009999999776482582]",4
107,response,wM1,tensor(-0.0722),"[0.16499999165534973, 0.3199999928474426, 0.5149999856948853, 0.0]",4
108,off,wM2,0,"[0.19999998807907104, 0.2849999964237213, 0.5099999904632568, 0.004999999888241291]",4
109,whisker,wM2,tensor(0.1134),"[0.2549999952316284, 0.22999998927116394, 0.5149999856948853, 0.0]",4
110,delay,wM2,tensor(0.5773),"[0.47999998927116394, 0.004999999888241291, 0.5099999904632568, 0.004999999888241291]",4
111,response,wM2,tensor(0.1649),"[0.2800000011920929, 0.20499999821186066, 0.5149999856948853, 0.0]",4
112,off,ALM,0,"[0.19999998807907104, 0.2849999964237213, 0.5099999904632568, 0.004999999888241291]",4
113,whisker,ALM,tensor(0.0928),"[0.2449999898672104, 0.23999999463558197, 0.5099999904632568, 0.004999999888241291]",4
114,delay,ALM,tensor(0.5052),"[0.4449999928474426, 0.03999999910593033, 0.5149999856948853, 0.0]",4
115,response,ALM,tensor(0.0825),"[0.23999999463558197, 0.2449999898672104, 0.5099999904632568, 0.004999999888241291]",4
116,off,tjM1,0,"[0.19999998807907104, 0.2849999964237213, 0.5099999904632568, 0.004999999888241291]",4
117,whisker,tjM1,tensor(0.5876),"[0.48499998450279236, 0.0, 0.5149999856948853, 0.0]",4
118,delay,tjM1,tensor(0.5773),"[0.47999998927116394, 0.004999999888241291, 0.5099999904632568, 0.004999999888241291]",4
119,response,tjM1,tensor(0.4742),"[0.429999977350235, 0.054999999701976776, 0.5149999856948853, 0.0]",4
