,period,area,miss_diff,propabilities,session
20,off,tjM1,0,"[0.23499999940395355, 0.26999998092651367, 0.3700000047683716, 0.125]",0
21,whisker,tjM1,tensor(0.3465),"[0.4099999964237213, 0.0949999988079071, 0.3700000047683716, 0.125]",0
22,delay,tjM1,tensor(0.2772),"[0.375, 0.12999999523162842, 0.38499999046325684, 0.10999999940395355]",0
23,response,tjM1,tensor(0.5248),"[0.5, 0.004999999888241291, 0.4949999749660492, 0.0]",0
24,off,wS1,0,"[0.2199999988079071, 0.2849999964237213, 0.3400000035762787, 0.1550000011920929]",1
25,whisker,wS1,tensor(0.0594),"[0.25, 0.2549999952316284, 0.35999998450279236, 0.13499999046325684]",1
26,delay,wS1,tensor(0.0594),"[0.25, 0.2549999952316284, 0.3400000035762787, 0.1550000011920929]",1
27,response,wS1,tensor(0.0297),"[0.23499999940395355, 0.26999998092651367, 0.3649999797344208, 0.12999999523162842]",1
28,off,wS2,0,"[0.2199999988079071, 0.2849999964237213, 0.3400000035762787, 0.1550000011920929]",1
29,whisker,wS2,tensor(0.1089),"[0.2750000059604645, 0.22999998927116394, 0.3349999785423279, 0.1599999964237213]",1
30,delay,wS2,tensor(-0.0396),"[0.19999998807907104, 0.3050000071525574, 0.3449999988079071, 0.14999999105930328]",1
31,response,wS2,tensor(0.0099),"[0.22499999403953552, 0.2800000011920929, 0.3499999940395355, 0.14499999582767487]",1
32,off,wM1,0,"[0.2199999988079071, 0.2849999964237213, 0.3400000035762787, 0.1550000011920929]",1
33,whisker,wM1,tensor(-0.0297),"[0.20499999821186066, 0.29999998211860657, 0.32499998807907104, 0.17000000178813934]",1
34,delay,wM1,tensor(0.4158),"[0.429999977350235, 0.07499999552965164, 0.3400000035762787, 0.1550000011920929]",1
35,response,wM1,tensor(0.0198),"[0.22999998927116394, 0.2750000059604645, 0.3499999940395355, 0.14499999582767487]",1
36,off,wM2,0,"[0.2199999988079071, 0.2849999964237213, 0.3400000035762787, 0.1550000011920929]",1
37,whisker,wM2,tensor(0.0297),"[0.23499999940395355, 0.26999998092651367, 0.3449999988079071, 0.14999999105930328]",1
38,delay,wM2,tensor(0.4653),"[0.45499998331069946, 0.04999999701976776, 0.3499999940395355, 0.14499999582767487]",1
39,response,wM2,tensor(0.0099),"[0.22499999403953552, 0.2800000011920929, 0.3400000035762787, 0.1550000011920929]",1
40,off,ALM,0,"[0.2199999988079071, 0.2849999964237213, 0.3400000035762787, 0.1550000011920929]",1
41,whisker,ALM,tensor(0.3168),"[0.3799999952316284, 0.125, 0.3349999785423279, 0.1599999964237213]",1
42,delay,ALM,tensor(0.2376),"[0.3400000035762787, 0.16499999165534973, 0.32999998331069946, 0.16499999165534973]",1
43,response,ALM,tensor(-0.0297),"[0.20499999821186066, 0.29999998211860657, 0.3499999940395355, 0.14499999582767487]",1
44,off,tjM1,0,"[0.2199999988079071, 0.2849999964237213, 0.3400000035762787, 0.1550000011920929]",1
45,whisker,tjM1,tensor(0.3267),"[0.38499999046325684, 0.11999999731779099, 0.3499999940395355, 0.14499999582767487]",1
46,delay,tjM1,tensor(0.3762),"[0.4099999964237213, 0.0949999988079071, 0.3449999988079071, 0.14999999105930328]",1
47,response,tjM1,tensor(0.5149),"[0.47999998927116394, 0.02499999850988388, 0.4949999749660492, 0.0]",1
48,off,wS1,0,"[0.1550000011920929, 0.3349999785423279, 0.3799999952316284, 0.12999999523162842]",2
49,whisker,wS1,tensor(0.1939),"[0.25, 0.23999999463558197, 0.39499998092651367, 0.11499999463558197]",2
50,delay,wS1,tensor(0.0306),"[0.17000000178813934, 0.3199999928474426, 0.38999998569488525, 0.11999999731779099]",2
51,response,wS1,tensor(0.0102),"[0.1599999964237213, 0.32999998331069946, 0.4099999964237213, 0.09999999403953552]",2
52,off,wS2,0,"[0.1550000011920929, 0.3349999785423279, 0.3799999952316284, 0.12999999523162842]",2
53,whisker,wS2,tensor(0.2857),"[0.29499998688697815, 0.19499999284744263, 0.38499999046325684, 0.125]",2
54,delay,wS2,tensor(0.0612),"[0.1850000023841858, 0.3050000071525574, 0.3799999952316284, 0.12999999523162842]",2
55,response,wS2,tensor(-0.0204),"[0.14499999582767487, 0.3449999988079071, 0.3499999940395355, 0.1599999964237213]",2
56,off,wM1,0,"[0.1550000011920929, 0.3349999785423279, 0.3799999952316284, 0.12999999523162842]",2
57,whisker,wM1,tensor(0.0816),"[0.19499999284744263, 0.29499998688697815, 0.4050000011920929, 0.10499999672174454]",2
58,delay,wM1,tensor(0.5612),"[0.429999977350235, 0.05999999865889549, 0.4050000011920929, 0.10499999672174454]",2
59,response,wM1,tensor(-0.0306),"[0.14000000059604645, 0.3499999940395355, 0.38499999046325684, 0.125]",2
60,off,wM2,0,"[0.1550000011920929, 0.3349999785423279, 0.3799999952316284, 0.12999999523162842]",2
61,whisker,wM2,tensor(0.1122),"[0.20999999344348907, 0.2800000011920929, 0.38999998569488525, 0.11999999731779099]",2
62,delay,wM2,tensor(0.6122),"[0.45499998331069946, 0.03500000014901161, 0.3999999761581421, 0.10999999940395355]",2
63,response,wM2,tensor(-0.0204),"[0.14499999582767487, 0.3449999988079071, 0.4050000011920929, 0.10499999672174454]",2
64,off,ALM,0,"[0.1550000011920929, 0.3349999785423279, 0.3799999952316284, 0.12999999523162842]",2
65,whisker,ALM,tensor(0.3878),"[0.3449999988079071, 0.14499999582767487, 0.38999998569488525, 0.11999999731779099]",2
66,delay,ALM,tensor(0.3673),"[0.3349999785423279, 0.1550000011920929, 0.3999999761581421, 0.10999999940395355]",2
67,response,ALM,tensor(-0.0408),"[0.13499999046325684, 0.35499998927116394, 0.3799999952316284, 0.12999999523162842]",2
68,off,tjM1,0,"[0.1550000011920929, 0.3349999785423279, 0.3799999952316284, 0.12999999523162842]",2
69,whisker,tjM1,tensor(0.4082),"[0.35499998927116394, 0.13499999046325684, 0.38999998569488525, 0.11999999731779099]",2
70,delay,tjM1,tensor(0.4490),"[0.375, 0.11499999463558197, 0.39499998092651367, 0.11499999463558197]",2
71,response,tjM1,tensor(0.6735),"[0.48499998450279236, 0.004999999888241291, 0.5099999904632568, 0.0]",2
72,off,wS1,0,"[0.17499999701976776, 0.2849999964237213, 0.3999999761581421, 0.14000000059604645]",3
73,whisker,wS1,tensor(0.0109),"[0.17999999225139618, 0.2800000011920929, 0.4050000011920929, 0.13499999046325684]",3
74,delay,wS1,tensor(0.1304),"[0.23499999940395355, 0.22499999403953552, 0.38499999046325684, 0.1550000011920929]",3
75,response,wS1,tensor(0.),"[0.17499999701976776, 0.2849999964237213, 0.3799999952316284, 0.1599999964237213]",3
76,off,wS2,0,"[0.17499999701976776, 0.2849999964237213, 0.3999999761581421, 0.14000000059604645]",3
77,whisker,wS2,tensor(0.1630),"[0.25, 0.20999999344348907, 0.39499998092651367, 0.14499999582767487]",3
78,delay,wS2,tensor(0.0435),"[0.19499999284744263, 0.26499998569488525, 0.38499999046325684, 0.1550000011920929]",3
79,response,wS2,tensor(0.0326),"[0.1899999976158142, 0.26999998092651367, 0.3799999952316284, 0.1599999964237213]",3
80,off,wM1,0,"[0.17499999701976776, 0.2849999964237213, 0.3999999761581421, 0.14000000059604645]",3
81,whisker,wM1,tensor(0.0326),"[0.1899999976158142, 0.26999998092651367, 0.3799999952316284, 0.1599999964237213]",3
82,delay,wM1,tensor(0.5435),"[0.42499998211860657, 0.03500000014901161, 0.3700000047683716, 0.17000000178813934]",3
83,response,wM1,tensor(0.0217),"[0.1850000023841858, 0.2750000059604645, 0.4050000011920929, 0.13499999046325684]",3
84,off,wM2,0,"[0.17499999701976776, 0.2849999964237213, 0.3999999761581421, 0.14000000059604645]",3
85,whisker,wM2,tensor(0.0217),"[0.1850000023841858, 0.2750000059604645, 0.38499999046325684, 0.1550000011920929]",3
86,delay,wM2,tensor(0.5435),"[0.42499998211860657, 0.03500000014901161, 0.3499999940395355, 0.1899999976158142]",3
87,response,wM2,tensor(0.0217),"[0.1850000023841858, 0.2750000059604645, 0.38499999046325684, 0.1550000011920929]",3
88,off,ALM,0,"[0.17499999701976776, 0.2849999964237213, 0.3999999761581421, 0.14000000059604645]",3
89,whisker,ALM,tensor(0.3152),"[0.3199999928474426, 0.14000000059604645, 0.3999999761581421, 0.14000000059604645]",3
90,delay,ALM,tensor(0.2500),"[0.28999999165534973, 0.17000000178813934, 0.39499998092651367, 0.14499999582767487]",3
91,response,ALM,tensor(-0.0217),"[0.16499999165534973, 0.29499998688697815, 0.3799999952316284, 0.1599999964237213]",3
92,off,tjM1,0,"[0.17499999701976776, 0.2849999964237213, 0.3999999761581421, 0.14000000059604645]",3
93,whisker,tjM1,tensor(0.3478),"[0.3349999785423279, 0.125, 0.375, 0.16499999165534973]",3
94,delay,tjM1,tensor(0.3370),"[0.32999998331069946, 0.12999999523162842, 0.375, 0.16499999165534973]",3
95,response,tjM1,tensor(0.6196),"[0.4599999785423279, 0.0, 0.5399999618530273, 0.0]",3
96,off,wS1,0,"[0.1599999964237213, 0.32499998807907104, 0.4350000023841858, 0.07999999821186066]",4
97,whisker,wS1,tensor(0.0515),"[0.1850000023841858, 0.29999998211860657, 0.42499998211860657, 0.08999999612569809]",4
98,delay,wS1,tensor(0.0619),"[0.1899999976158142, 0.29499998688697815, 0.41999998688697815, 0.0949999988079071]",4
99,response,wS1,tensor(0.0103),"[0.16499999165534973, 0.3199999928474426, 0.41499999165534973, 0.09999999403953552]",4
100,off,wS2,0,"[0.1599999964237213, 0.32499998807907104, 0.4350000023841858, 0.07999999821186066]",4
101,whisker,wS2,tensor(0.2268),"[0.26999998092651367, 0.2149999886751175, 0.41499999165534973, 0.09999999403953552]",4
102,delay,wS2,tensor(0.0619),"[0.1899999976158142, 0.29499998688697815, 0.4050000011920929, 0.10999999940395355]",4
103,response,wS2,tensor(0.0103),"[0.16499999165534973, 0.3199999928474426, 0.42499998211860657, 0.08999999612569809]",4
104,off,wM1,0,"[0.1599999964237213, 0.32499998807907104, 0.4350000023841858, 0.07999999821186066]",4
105,whisker,wM1,tensor(0.0515),"[0.1850000023841858, 0.29999998211860657, 0.429999977350235, 0.08500000089406967]",4
106,delay,wM1,tensor(0.6392),"[0.4699999988079071, 0.014999999664723873, 0.41499999165534973, 0.09999999403953552]",4
107,response,wM1,tensor(0.0309),"[0.17499999701976776, 0.3100000023841858, 0.4350000023841858, 0.07999999821186066]",4
108,off,wM2,0,"[0.1599999964237213, 0.32499998807907104, 0.4350000023841858, 0.07999999821186066]",4
109,whisker,wM2,tensor(0.1031),"[0.20999999344348907, 0.2750000059604645, 0.4099999964237213, 0.10499999672174454]",4
110,delay,wM2,tensor(0.5773),"[0.4399999976158142, 0.044999998062849045, 0.3999999761581421, 0.11499999463558197]",4
111,response,wM2,tensor(0.0309),"[0.17499999701976776, 0.3100000023841858, 0.4399999976158142, 0.07499999552965164]",4
112,off,ALM,0,"[0.1599999964237213, 0.32499998807907104, 0.4350000023841858, 0.07999999821186066]",4
113,whisker,ALM,tensor(0.4227),"[0.3649999797344208, 0.11999999731779099, 0.42499998211860657, 0.08999999612569809]",4
114,delay,ALM,tensor(0.2990),"[0.3050000071525574, 0.17999999225139618, 0.4050000011920929, 0.10999999940395355]",4
115,response,ALM,tensor(-0.0103),"[0.1550000011920929, 0.32999998331069946, 0.4099999964237213, 0.10499999672174454]",4
116,off,tjM1,0,"[0.1599999964237213, 0.32499998807907104, 0.4350000023841858, 0.07999999821186066]",4
117,whisker,tjM1,tensor(0.4227),"[0.3649999797344208, 0.11999999731779099, 0.38999998569488525, 0.125]",4
118,delay,tjM1,tensor(0.3711),"[0.3400000035762787, 0.14499999582767487, 0.41999998688697815, 0.0949999988079071]",4
119,response,tjM1,tensor(0.6598),"[0.47999998927116394, 0.004999999888241291, 0.5149999856948853, 0.0]",4
