,period,area,miss_diff,propabilities,session
50,delay,wS1,tensor(0.),"[0.2549999952316284, 0.23499999940395355, 0.3449999988079071, 0.16499999165534973]",2
51,response,wS1,tensor(-0.0204),"[0.2449999898672104, 0.2449999898672104, 0.41499999165534973, 0.0949999988079071]",2
52,off,wS2,0,"[0.2549999952316284, 0.23499999940395355, 0.41499999165534973, 0.0949999988079071]",2
53,whisker,wS2,tensor(0.1122),"[0.3100000023841858, 0.17999999225139618, 0.4050000011920929, 0.10499999672174454]",2
54,delay,wS2,tensor(0.0816),"[0.29499998688697815, 0.19499999284744263, 0.4099999964237213, 0.09999999403953552]",2
55,response,wS2,tensor(0.0510),"[0.2800000011920929, 0.20999999344348907, 0.45499998331069946, 0.054999999701976776]",2
56,off,wM1,0,"[0.2549999952316284, 0.23499999940395355, 0.41499999165534973, 0.0949999988079071]",2
57,whisker,wM1,tensor(-0.0510),"[0.22999998927116394, 0.25999999046325684, 0.3799999952316284, 0.12999999523162842]",2
58,delay,wM1,tensor(-0.0816),"[0.2149999886751175, 0.2750000059604645, 0.4099999964237213, 0.09999999403953552]",2
59,response,wM1,tensor(0.0816),"[0.29499998688697815, 0.19499999284744263, 0.4699999988079071, 0.03999999910593033]",2
60,off,wM2,0,"[0.2549999952316284, 0.23499999940395355, 0.41499999165534973, 0.0949999988079071]",2
61,whisker,wM2,tensor(-0.1224),"[0.19499999284744263, 0.29499998688697815, 0.39499998092651367, 0.11499999463558197]",2
62,delay,wM2,tensor(-0.1224),"[0.19499999284744263, 0.29499998688697815, 0.3649999797344208, 0.14499999582767487]",2
63,response,wM2,tensor(0.0510),"[0.2800000011920929, 0.20999999344348907, 0.4599999785423279, 0.04999999701976776]",2
64,off,ALM,0,"[0.2549999952316284, 0.23499999940395355, 0.41499999165534973, 0.0949999988079071]",2
65,whisker,ALM,tensor(0.2653),"[0.38499999046325684, 0.10499999672174454, 0.3999999761581421, 0.10999999940395355]",2
66,delay,ALM,tensor(0.2041),"[0.35499998927116394, 0.13499999046325684, 0.4099999964237213, 0.09999999403953552]",2
67,response,ALM,tensor(0.0204),"[0.26499998569488525, 0.22499999403953552, 0.41499999165534973, 0.0949999988079071]",2
68,off,tjM1,0,"[0.2549999952316284, 0.23499999940395355, 0.41499999165534973, 0.0949999988079071]",2
69,whisker,tjM1,tensor(0.3163),"[0.4099999964237213, 0.07999999821186066, 0.4050000011920929, 0.10499999672174454]",2
70,delay,tjM1,tensor(0.2857),"[0.39499998092651367, 0.0949999988079071, 0.4449999928474426, 0.06499999761581421]",2
71,response,tjM1,tensor(0.3878),"[0.4449999928474426, 0.044999998062849045, 0.5099999904632568, 0.0]",2
72,off,wS1,0,"[0.22999998927116394, 0.22999998927116394, 0.41999998688697815, 0.11999999731779099]",3
73,whisker,wS1,tensor(-0.0652),"[0.19999998807907104, 0.25999999046325684, 0.39499998092651367, 0.14499999582767487]",3
74,delay,wS1,tensor(-0.0109),"[0.22499999403953552, 0.23499999940395355, 0.35999998450279236, 0.17999999225139618]",3
75,response,wS1,tensor(-0.0543),"[0.20499999821186066, 0.2549999952316284, 0.4050000011920929, 0.13499999046325684]",3
76,off,wS2,0,"[0.22999998927116394, 0.22999998927116394, 0.41999998688697815, 0.11999999731779099]",3
77,whisker,wS2,tensor(0.1522),"[0.29999998211860657, 0.1599999964237213, 0.3999999761581421, 0.14000000059604645]",3
78,delay,wS2,tensor(0.1087),"[0.2800000011920929, 0.17999999225139618, 0.41499999165534973, 0.125]",3
79,response,wS2,tensor(0.1087),"[0.2800000011920929, 0.17999999225139618, 0.45499998331069946, 0.08500000089406967]",3
80,off,wM1,0,"[0.22999998927116394, 0.22999998927116394, 0.41999998688697815, 0.11999999731779099]",3
81,whisker,wM1,tensor(-0.1087),"[0.17999999225139618, 0.2800000011920929, 0.4099999964237213, 0.12999999523162842]",3
82,delay,wM1,tensor(-0.0109),"[0.22499999403953552, 0.23499999940395355, 0.4449999928474426, 0.0949999988079071]",3
83,response,wM1,tensor(0.1196),"[0.2849999964237213, 0.17499999701976776, 0.4949999749660492, 0.044999998062849045]",3
84,off,wM2,0,"[0.22999998927116394, 0.22999998927116394, 0.41999998688697815, 0.11999999731779099]",3
85,whisker,wM2,tensor(-0.1304),"[0.17000000178813934, 0.28999999165534973, 0.4099999964237213, 0.12999999523162842]",3
86,delay,wM2,tensor(-0.1522),"[0.1599999964237213, 0.29999998211860657, 0.3799999952316284, 0.1599999964237213]",3
87,response,wM2,tensor(0.0543),"[0.2549999952316284, 0.20499999821186066, 0.4650000035762787, 0.07499999552965164]",3
88,off,ALM,0,"[0.22999998927116394, 0.22999998927116394, 0.41999998688697815, 0.11999999731779099]",3
89,whisker,ALM,tensor(0.2609),"[0.3499999940395355, 0.10999999940395355, 0.429999977350235, 0.10999999940395355]",3
90,delay,ALM,tensor(0.1304),"[0.28999999165534973, 0.17000000178813934, 0.429999977350235, 0.10999999940395355]",3
91,response,ALM,tensor(0.0326),"[0.2449999898672104, 0.2149999886751175, 0.4449999928474426, 0.0949999988079071]",3
92,off,tjM1,0,"[0.22999998927116394, 0.22999998927116394, 0.41999998688697815, 0.11999999731779099]",3
93,whisker,tjM1,tensor(0.2174),"[0.32999998331069946, 0.12999999523162842, 0.41499999165534973, 0.125]",3
94,delay,tjM1,tensor(0.2609),"[0.3499999940395355, 0.10999999940395355, 0.44999998807907104, 0.08999999612569809]",3
95,response,tjM1,tensor(0.4022),"[0.41499999165534973, 0.044999998062849045, 0.5349999666213989, 0.004999999888241291]",3
96,off,wS1,0,"[0.23499999940395355, 0.25, 0.38999998569488525, 0.125]",4
97,whisker,wS1,tensor(0.0619),"[0.26499998569488525, 0.2199999988079071, 0.4099999964237213, 0.10499999672174454]",4
98,delay,wS1,tensor(0.0206),"[0.2449999898672104, 0.23999999463558197, 0.32999998331069946, 0.1850000023841858]",4
99,response,wS1,tensor(0.0619),"[0.26499998569488525, 0.2199999988079071, 0.38499999046325684, 0.12999999523162842]",4
100,off,wS2,0,"[0.23499999940395355, 0.25, 0.38999998569488525, 0.125]",4
101,whisker,wS2,tensor(0.1237),"[0.29499998688697815, 0.1899999976158142, 0.3649999797344208, 0.14999999105930328]",4
102,delay,wS2,tensor(0.0928),"[0.2800000011920929, 0.20499999821186066, 0.3999999761581421, 0.11499999463558197]",4
103,response,wS2,tensor(0.1649),"[0.3149999976158142, 0.17000000178813934, 0.4399999976158142, 0.07499999552965164]",4
104,off,wM1,0,"[0.23499999940395355, 0.25, 0.38999998569488525, 0.125]",4
105,whisker,wM1,tensor(0.0619),"[0.26499998569488525, 0.2199999988079071, 0.4050000011920929, 0.10999999940395355]",4
106,delay,wM1,tensor(-0.0103),"[0.22999998927116394, 0.2549999952316284, 0.39499998092651367, 0.11999999731779099]",4
107,response,wM1,tensor(0.1753),"[0.3199999928474426, 0.16499999165534973, 0.4749999940395355, 0.03999999910593033]",4
108,off,wM2,0,"[0.23499999940395355, 0.25, 0.38999998569488525, 0.125]",4
109,whisker,wM2,tensor(-0.0515),"[0.20999999344348907, 0.2750000059604645, 0.375, 0.14000000059604645]",4
110,delay,wM2,tensor(-0.0619),"[0.20499999821186066, 0.2800000011920929, 0.35499998927116394, 0.1599999964237213]",4
111,response,wM2,tensor(0.1134),"[0.28999999165534973, 0.19499999284744263, 0.429999977350235, 0.08500000089406967]",4
112,off,ALM,0,"[0.23499999940395355, 0.25, 0.38999998569488525, 0.125]",4
113,whisker,ALM,tensor(0.2577),"[0.35999998450279236, 0.125, 0.38999998569488525, 0.125]",4
114,delay,ALM,tensor(0.2680),"[0.3649999797344208, 0.11999999731779099, 0.4050000011920929, 0.10999999940395355]",4
115,response,ALM,tensor(0.1237),"[0.29499998688697815, 0.1899999976158142, 0.41999998688697815, 0.0949999988079071]",4
116,off,tjM1,0,"[0.23499999940395355, 0.25, 0.38999998569488525, 0.125]",4
117,whisker,tjM1,tensor(0.3196),"[0.38999998569488525, 0.0949999988079071, 0.3999999761581421, 0.11499999463558197]",4
118,delay,tjM1,tensor(0.2990),"[0.3799999952316284, 0.10499999672174454, 0.4399999976158142, 0.07499999552965164]",4
119,response,tjM1,tensor(0.4227),"[0.4399999976158142, 0.044999998062849045, 0.5149999856948853, 0.0]",4
