,period,area,miss_diff,propabilities,session
44,off,tjM1,0,"[0.41999998688697815, 0.08500000089406967, 0.48499998450279236, 0.009999999776482582]",1
45,whisker,tjM1,tensor(0.1485),"[0.4949999749660492, 0.009999999776482582, 0.4749999940395355, 0.019999999552965164]",1
46,delay,tjM1,tensor(0.1485),"[0.4949999749660492, 0.009999999776482582, 0.4899999797344208, 0.004999999888241291]",1
47,response,tjM1,tensor(0.1683),"[0.5049999952316284, 0.0, 0.4949999749660492, 0.0]",1
48,off,wS1,0,"[0.42499998211860657, 0.06499999761581421, 0.4899999797344208, 0.019999999552965164]",2
49,whisker,wS1,tensor(-0.1327),"[0.35999998450279236, 0.12999999523162842, 0.5, 0.009999999776482582]",2
50,delay,wS1,tensor(-0.1122),"[0.3700000047683716, 0.11999999731779099, 0.4949999749660492, 0.014999999664723873]",2
51,response,wS1,tensor(0.0918),"[0.4699999988079071, 0.019999999552965164, 0.5099999904632568, 0.0]",2
52,off,wS2,0,"[0.42499998211860657, 0.06499999761581421, 0.4899999797344208, 0.019999999552965164]",2
53,whisker,wS2,tensor(-0.1122),"[0.3700000047683716, 0.11999999731779099, 0.5049999952316284, 0.004999999888241291]",2
54,delay,wS2,tensor(0.0408),"[0.4449999928474426, 0.044999998062849045, 0.4949999749660492, 0.014999999664723873]",2
55,response,wS2,tensor(0.0204),"[0.4350000023841858, 0.054999999701976776, 0.5, 0.009999999776482582]",2
56,off,wM1,0,"[0.42499998211860657, 0.06499999761581421, 0.4899999797344208, 0.019999999552965164]",2
57,whisker,wM1,tensor(-0.0408),"[0.4050000011920929, 0.08500000089406967, 0.5, 0.009999999776482582]",2
58,delay,wM1,tensor(-0.2245),"[0.3149999976158142, 0.17499999701976776, 0.4899999797344208, 0.019999999552965164]",2
59,response,wM1,tensor(0.0102),"[0.429999977350235, 0.05999999865889549, 0.5, 0.009999999776482582]",2
60,off,wM2,0,"[0.42499998211860657, 0.06499999761581421, 0.4899999797344208, 0.019999999552965164]",2
61,whisker,wM2,tensor(-0.1735),"[0.3400000035762787, 0.14999999105930328, 0.5099999904632568, 0.0]",2
62,delay,wM2,tensor(0.1224),"[0.48499998450279236, 0.004999999888241291, 0.5049999952316284, 0.004999999888241291]",2
63,response,wM2,tensor(0.1122),"[0.47999998927116394, 0.009999999776482582, 0.5099999904632568, 0.0]",2
64,off,ALM,0,"[0.42499998211860657, 0.06499999761581421, 0.4899999797344208, 0.019999999552965164]",2
65,whisker,ALM,tensor(-0.0714),"[0.38999998569488525, 0.09999999403953552, 0.5, 0.009999999776482582]",2
66,delay,ALM,tensor(0.0510),"[0.44999998807907104, 0.03999999910593033, 0.5049999952316284, 0.004999999888241291]",2
67,response,ALM,tensor(0.0510),"[0.44999998807907104, 0.03999999910593033, 0.5049999952316284, 0.004999999888241291]",2
68,off,tjM1,0,"[0.42499998211860657, 0.06499999761581421, 0.4899999797344208, 0.019999999552965164]",2
69,whisker,tjM1,tensor(0.0816),"[0.4650000035762787, 0.02499999850988388, 0.5099999904632568, 0.0]",2
70,delay,tjM1,tensor(0.1327),"[0.4899999797344208, 0.0, 0.5099999904632568, 0.0]",2
71,response,tjM1,tensor(0.1327),"[0.4899999797344208, 0.0, 0.5099999904632568, 0.0]",2
72,off,wS1,0,"[0.4099999964237213, 0.04999999701976776, 0.5299999713897705, 0.009999999776482582]",3
73,whisker,wS1,tensor(-0.2391),"[0.29999998211860657, 0.1599999964237213, 0.5249999761581421, 0.014999999664723873]",3
74,delay,wS1,tensor(-0.1848),"[0.32499998807907104, 0.13499999046325684, 0.5349999666213989, 0.004999999888241291]",3
75,response,wS1,tensor(0.0109),"[0.41499999165534973, 0.044999998062849045, 0.5399999618530273, 0.0]",3
76,off,wS2,0,"[0.4099999964237213, 0.04999999701976776, 0.5299999713897705, 0.009999999776482582]",3
77,whisker,wS2,tensor(-0.0978),"[0.3649999797344208, 0.0949999988079071, 0.5199999809265137, 0.019999999552965164]",3
78,delay,wS2,tensor(-0.0109),"[0.4050000011920929, 0.054999999701976776, 0.5149999856948853, 0.02499999850988388]",3
79,response,wS2,tensor(-0.0217),"[0.3999999761581421, 0.05999999865889549, 0.5349999666213989, 0.004999999888241291]",3
80,off,wM1,0,"[0.4099999964237213, 0.04999999701976776, 0.5299999713897705, 0.009999999776482582]",3
81,whisker,wM1,tensor(-0.1522),"[0.3400000035762787, 0.11999999731779099, 0.5299999713897705, 0.009999999776482582]",3
82,delay,wM1,tensor(-0.1957),"[0.3199999928474426, 0.14000000059604645, 0.5249999761581421, 0.014999999664723873]",3
83,response,wM1,tensor(0.0109),"[0.41499999165534973, 0.044999998062849045, 0.5299999713897705, 0.009999999776482582]",3
84,off,wM2,0,"[0.4099999964237213, 0.04999999701976776, 0.5299999713897705, 0.009999999776482582]",3
85,whisker,wM2,tensor(-0.1848),"[0.32499998807907104, 0.13499999046325684, 0.5149999856948853, 0.02499999850988388]",3
86,delay,wM2,tensor(0.0761),"[0.4449999928474426, 0.014999999664723873, 0.5199999809265137, 0.019999999552965164]",3
87,response,wM2,tensor(0.0652),"[0.4399999976158142, 0.019999999552965164, 0.5399999618530273, 0.0]",3
88,off,ALM,0,"[0.4099999964237213, 0.04999999701976776, 0.5299999713897705, 0.009999999776482582]",3
89,whisker,ALM,tensor(-0.0435),"[0.38999998569488525, 0.07000000029802322, 0.5349999666213989, 0.004999999888241291]",3
90,delay,ALM,tensor(-0.0326),"[0.39499998092651367, 0.06499999761581421, 0.5399999618530273, 0.0]",3
91,response,ALM,tensor(0.0109),"[0.41499999165534973, 0.044999998062849045, 0.5399999618530273, 0.0]",3
92,off,tjM1,0,"[0.4099999964237213, 0.04999999701976776, 0.5299999713897705, 0.009999999776482582]",3
93,whisker,tjM1,tensor(0.1087),"[0.4599999785423279, 0.0, 0.5249999761581421, 0.014999999664723873]",3
94,delay,tjM1,tensor(0.1087),"[0.4599999785423279, 0.0, 0.5299999713897705, 0.009999999776482582]",3
95,response,tjM1,tensor(0.1087),"[0.4599999785423279, 0.0, 0.5399999618530273, 0.0]",3
96,off,wS1,0,"[0.3799999952316284, 0.10499999672174454, 0.4949999749660492, 0.019999999552965164]",4
97,whisker,wS1,tensor(-0.0928),"[0.3349999785423279, 0.14999999105930328, 0.5, 0.014999999664723873]",4
98,delay,wS1,tensor(-0.0928),"[0.3349999785423279, 0.14999999105930328, 0.4899999797344208, 0.02499999850988388]",4
99,response,wS1,tensor(0.0825),"[0.41999998688697815, 0.06499999761581421, 0.5149999856948853, 0.0]",4
100,off,wS2,0,"[0.3799999952316284, 0.10499999672174454, 0.4949999749660492, 0.019999999552965164]",4
101,whisker,wS2,tensor(-0.0825),"[0.3400000035762787, 0.14499999582767487, 0.5049999952316284, 0.009999999776482582]",4
102,delay,wS2,tensor(0.1031),"[0.429999977350235, 0.054999999701976776, 0.4899999797344208, 0.02499999850988388]",4
103,response,wS2,tensor(0.0619),"[0.4099999964237213, 0.07499999552965164, 0.5149999856948853, 0.0]",4
104,off,wM1,0,"[0.3799999952316284, 0.10499999672174454, 0.4949999749660492, 0.019999999552965164]",4
105,whisker,wM1,tensor(-0.0722),"[0.3449999988079071, 0.14000000059604645, 0.5149999856948853, 0.0]",4
106,delay,wM1,tensor(-0.1134),"[0.32499998807907104, 0.1599999964237213, 0.5049999952316284, 0.009999999776482582]",4
107,response,wM1,tensor(-0.0103),"[0.375, 0.10999999940395355, 0.5099999904632568, 0.004999999888241291]",4
108,off,wM2,0,"[0.3799999952316284, 0.10499999672174454, 0.4949999749660492, 0.019999999552965164]",4
109,whisker,wM2,tensor(-0.0619),"[0.3499999940395355, 0.13499999046325684, 0.5, 0.014999999664723873]",4
110,delay,wM2,tensor(0.1649),"[0.4599999785423279, 0.02499999850988388, 0.5099999904632568, 0.004999999888241291]",4
111,response,wM2,tensor(0.1546),"[0.45499998331069946, 0.029999999329447746, 0.5149999856948853, 0.0]",4
112,off,ALM,0,"[0.3799999952316284, 0.10499999672174454, 0.4949999749660492, 0.019999999552965164]",4
113,whisker,ALM,tensor(-0.0412),"[0.35999998450279236, 0.125, 0.5, 0.014999999664723873]",4
114,delay,ALM,tensor(0.0928),"[0.42499998211860657, 0.05999999865889549, 0.5049999952316284, 0.009999999776482582]",4
115,response,ALM,tensor(0.0412),"[0.3999999761581421, 0.08500000089406967, 0.5099999904632568, 0.004999999888241291]",4
116,off,tjM1,0,"[0.3799999952316284, 0.10499999672174454, 0.4949999749660492, 0.019999999552965164]",4
117,whisker,tjM1,tensor(0.2062),"[0.47999998927116394, 0.004999999888241291, 0.5, 0.014999999664723873]",4
118,delay,tjM1,tensor(0.2165),"[0.48499998450279236, 0.0, 0.5149999856948853, 0.0]",4
119,response,tjM1,tensor(0.2165),"[0.48499998450279236, 0.0, 0.5149999856948853, 0.0]",4
