,period,area,miss_diff,propabilities,session
48,off,wS1,0,"[0.19499999284744263, 0.29499998688697815, 0.38999998569488525, 0.11999999731779099]",2
49,whisker,wS1,tensor(-0.0612),"[0.16499999165534973, 0.32499998807907104, 0.4050000011920929, 0.10499999672174454]",2
50,delay,wS1,tensor(0.5204),"[0.44999998807907104, 0.03999999910593033, 0.3999999761581421, 0.10999999940395355]",2
51,response,wS1,tensor(0.0612),"[0.22499999403953552, 0.26499998569488525, 0.4699999988079071, 0.03999999910593033]",2
52,off,wS2,0,"[0.19499999284744263, 0.29499998688697815, 0.38999998569488525, 0.11999999731779099]",2
53,whisker,wS2,tensor(0.0204),"[0.20499999821186066, 0.2849999964237213, 0.38999998569488525, 0.11999999731779099]",2
54,delay,wS2,tensor(0.5714),"[0.4749999940395355, 0.014999999664723873, 0.429999977350235, 0.07999999821186066]",2
55,response,wS2,tensor(0.3571),"[0.3700000047683716, 0.11999999731779099, 0.5099999904632568, 0.0]",2
56,off,wM1,0,"[0.19499999284744263, 0.29499998688697815, 0.38999998569488525, 0.11999999731779099]",2
57,whisker,wM1,tensor(0.1531),"[0.26999998092651367, 0.2199999988079071, 0.42499998211860657, 0.08500000089406967]",2
58,delay,wM1,tensor(0.5102),"[0.4449999928474426, 0.044999998062849045, 0.429999977350235, 0.07999999821186066]",2
59,response,wM1,tensor(0.2653),"[0.32499998807907104, 0.16499999165534973, 0.4949999749660492, 0.014999999664723873]",2
60,off,wM2,0,"[0.19499999284744263, 0.29499998688697815, 0.38999998569488525, 0.11999999731779099]",2
61,whisker,wM2,tensor(0.2653),"[0.32499998807907104, 0.16499999165534973, 0.42499998211860657, 0.08500000089406967]",2
62,delay,wM2,tensor(0.5000),"[0.4399999976158142, 0.04999999701976776, 0.429999977350235, 0.07999999821186066]",2
63,response,wM2,tensor(0.0408),"[0.2149999886751175, 0.2750000059604645, 0.4650000035762787, 0.044999998062849045]",2
64,off,ALM,0,"[0.19499999284744263, 0.29499998688697815, 0.38999998569488525, 0.11999999731779099]",2
65,whisker,ALM,tensor(0.2653),"[0.32499998807907104, 0.16499999165534973, 0.39499998092651367, 0.11499999463558197]",2
66,delay,ALM,tensor(0.4490),"[0.41499999165534973, 0.07499999552965164, 0.3999999761581421, 0.10999999940395355]",2
67,response,ALM,tensor(0.0816),"[0.23499999940395355, 0.2549999952316284, 0.4899999797344208, 0.019999999552965164]",2
68,off,tjM1,0,"[0.19499999284744263, 0.29499998688697815, 0.38999998569488525, 0.11999999731779099]",2
69,whisker,tjM1,tensor(0.4286),"[0.4050000011920929, 0.08500000089406967, 0.41499999165534973, 0.0949999988079071]",2
70,delay,tjM1,tensor(0.4490),"[0.41499999165534973, 0.07499999552965164, 0.3999999761581421, 0.10999999940395355]",2
71,response,tjM1,tensor(0.1020),"[0.2449999898672104, 0.2449999898672104, 0.5099999904632568, 0.0]",2
72,off,wS1,0,"[0.1850000023841858, 0.2750000059604645, 0.4699999988079071, 0.07000000029802322]",3
73,whisker,wS1,tensor(-0.0543),"[0.1599999964237213, 0.29999998211860657, 0.4449999928474426, 0.0949999988079071]",3
74,delay,wS1,tensor(0.5109),"[0.41999998688697815, 0.03999999910593033, 0.4399999976158142, 0.09999999403953552]",3
75,response,wS1,tensor(0.0652),"[0.2149999886751175, 0.2449999898672104, 0.4949999749660492, 0.044999998062849045]",3
76,off,wS2,0,"[0.1850000023841858, 0.2750000059604645, 0.4699999988079071, 0.07000000029802322]",3
77,whisker,wS2,tensor(0.0543),"[0.20999999344348907, 0.25, 0.4449999928474426, 0.0949999988079071]",3
78,delay,wS2,tensor(0.5761),"[0.44999998807907104, 0.009999999776482582, 0.48499998450279236, 0.054999999701976776]",3
79,response,wS2,tensor(0.3696),"[0.35499998927116394, 0.10499999672174454, 0.5349999666213989, 0.004999999888241291]",3
80,off,wM1,0,"[0.1850000023841858, 0.2750000059604645, 0.4699999988079071, 0.07000000029802322]",3
81,whisker,wM1,tensor(0.1304),"[0.2449999898672104, 0.2149999886751175, 0.48499998450279236, 0.054999999701976776]",3
82,delay,wM1,tensor(0.4674),"[0.3999999761581421, 0.05999999865889549, 0.4699999988079071, 0.07000000029802322]",3
83,response,wM1,tensor(0.2717),"[0.3100000023841858, 0.14999999105930328, 0.5299999713897705, 0.009999999776482582]",3
84,off,wM2,0,"[0.1850000023841858, 0.2750000059604645, 0.4699999988079071, 0.07000000029802322]",3
85,whisker,wM2,tensor(0.1957),"[0.2750000059604645, 0.1850000023841858, 0.4949999749660492, 0.044999998062849045]",3
86,delay,wM2,tensor(0.5109),"[0.41999998688697815, 0.03999999910593033, 0.4650000035762787, 0.07499999552965164]",3
87,response,wM2,tensor(0.0652),"[0.2149999886751175, 0.2449999898672104, 0.4899999797344208, 0.04999999701976776]",3
88,off,ALM,0,"[0.1850000023841858, 0.2750000059604645, 0.4699999988079071, 0.07000000029802322]",3
89,whisker,ALM,tensor(0.2065),"[0.2800000011920929, 0.17999999225139618, 0.4699999988079071, 0.07000000029802322]",3
90,delay,ALM,tensor(0.5435),"[0.4350000023841858, 0.02499999850988388, 0.4949999749660492, 0.044999998062849045]",3
91,response,ALM,tensor(0.0761),"[0.2199999988079071, 0.23999999463558197, 0.5249999761581421, 0.014999999664723873]",3
92,off,tjM1,0,"[0.1850000023841858, 0.2750000059604645, 0.4699999988079071, 0.07000000029802322]",3
93,whisker,tjM1,tensor(0.4239),"[0.3799999952316284, 0.07999999821186066, 0.4749999940395355, 0.06499999761581421]",3
94,delay,tjM1,tensor(0.4783),"[0.4050000011920929, 0.054999999701976776, 0.4650000035762787, 0.07499999552965164]",3
95,response,tjM1,tensor(0.1413),"[0.25, 0.20999999344348907, 0.5299999713897705, 0.009999999776482582]",3
96,off,wS1,0,"[0.1599999964237213, 0.32499998807907104, 0.4449999928474426, 0.07000000029802322]",4
97,whisker,wS1,tensor(-0.0619),"[0.12999999523162842, 0.35499998927116394, 0.3999999761581421, 0.11499999463558197]",4
98,delay,wS1,tensor(0.6082),"[0.45499998331069946, 0.029999999329447746, 0.42499998211860657, 0.08999999612569809]",4
99,response,wS1,tensor(0.0619),"[0.1899999976158142, 0.29499998688697815, 0.47999998927116394, 0.03500000014901161]",4
100,off,wS2,0,"[0.1599999964237213, 0.32499998807907104, 0.4449999928474426, 0.07000000029802322]",4
101,whisker,wS2,tensor(0.1443),"[0.22999998927116394, 0.2549999952316284, 0.4399999976158142, 0.07499999552965164]",4
102,delay,wS2,tensor(0.6082),"[0.45499998331069946, 0.029999999329447746, 0.4449999928474426, 0.07000000029802322]",4
103,response,wS2,tensor(0.3299),"[0.3199999928474426, 0.16499999165534973, 0.5149999856948853, 0.0]",4
104,off,wM1,0,"[0.1599999964237213, 0.32499998807907104, 0.4449999928474426, 0.07000000029802322]",4
105,whisker,wM1,tensor(0.0825),"[0.19999998807907104, 0.2849999964237213, 0.41999998688697815, 0.0949999988079071]",4
106,delay,wM1,tensor(0.5155),"[0.4099999964237213, 0.07499999552965164, 0.4449999928474426, 0.07000000029802322]",4
107,response,wM1,tensor(0.2680),"[0.28999999165534973, 0.19499999284744263, 0.5, 0.014999999664723873]",4
108,off,wM2,0,"[0.1599999964237213, 0.32499998807907104, 0.4449999928474426, 0.07000000029802322]",4
109,whisker,wM2,tensor(0.2784),"[0.29499998688697815, 0.1899999976158142, 0.4099999964237213, 0.10499999672174454]",4
110,delay,wM2,tensor(0.5567),"[0.429999977350235, 0.054999999701976776, 0.429999977350235, 0.08500000089406967]",4
111,response,wM2,tensor(0.0619),"[0.1899999976158142, 0.29499998688697815, 0.45499998331069946, 0.05999999865889549]",4
112,off,ALM,0,"[0.1599999964237213, 0.32499998807907104, 0.4449999928474426, 0.07000000029802322]",4
113,whisker,ALM,tensor(0.2784),"[0.29499998688697815, 0.1899999976158142, 0.41999998688697815, 0.0949999988079071]",4
114,delay,ALM,tensor(0.5361),"[0.41999998688697815, 0.06499999761581421, 0.4449999928474426, 0.07000000029802322]",4
115,response,ALM,tensor(0.1237),"[0.2199999988079071, 0.26499998569488525, 0.4899999797344208, 0.02499999850988388]",4
116,off,tjM1,0,"[0.1599999964237213, 0.32499998807907104, 0.4449999928474426, 0.07000000029802322]",4
117,whisker,tjM1,tensor(0.4124),"[0.35999998450279236, 0.125, 0.42499998211860657, 0.08999999612569809]",4
118,delay,tjM1,tensor(0.4948),"[0.3999999761581421, 0.08500000089406967, 0.4350000023841858, 0.07999999821186066]",4
119,response,tjM1,tensor(0.0722),"[0.19499999284744263, 0.28999999165534973, 0.5049999952316284, 0.009999999776482582]",4
