,period,area,miss_diff,propabilities,session
75,response,wS1,tensor(0.0217),"[0.17000000178813934, 0.28999999165534973, 0.47999998927116394, 0.05999999865889549]",3
76,off,wS2,0,"[0.1599999964237213, 0.29999998211860657, 0.48499998450279236, 0.054999999701976776]",3
77,whisker,wS2,tensor(0.2500),"[0.2750000059604645, 0.1850000023841858, 0.4749999940395355, 0.06499999761581421]",3
78,delay,wS2,tensor(-0.0217),"[0.14999999105930328, 0.3100000023841858, 0.4899999797344208, 0.04999999701976776]",3
79,response,wS2,tensor(0.0543),"[0.1850000023841858, 0.2750000059604645, 0.5399999618530273, 0.0]",3
80,off,wM1,0,"[0.1599999964237213, 0.29999998211860657, 0.48499998450279236, 0.054999999701976776]",3
81,whisker,wM1,tensor(0.0109),"[0.16499999165534973, 0.29499998688697815, 0.4899999797344208, 0.04999999701976776]",3
82,delay,wM1,tensor(-0.0109),"[0.1550000011920929, 0.3050000071525574, 0.5, 0.03999999910593033]",3
83,response,wM1,tensor(-0.0109),"[0.1550000011920929, 0.3050000071525574, 0.5099999904632568, 0.029999999329447746]",3
84,off,wM2,0,"[0.1599999964237213, 0.29999998211860657, 0.48499998450279236, 0.054999999701976776]",3
85,whisker,wM2,tensor(0.1087),"[0.20999999344348907, 0.25, 0.48499998450279236, 0.054999999701976776]",3
86,delay,wM2,tensor(0.4891),"[0.38499999046325684, 0.07499999552965164, 0.44999998807907104, 0.08999999612569809]",3
87,response,wM2,tensor(0.0326),"[0.17499999701976776, 0.2849999964237213, 0.5249999761581421, 0.014999999664723873]",3
88,off,ALM,0,"[0.1599999964237213, 0.29999998211860657, 0.48499998450279236, 0.054999999701976776]",3
89,whisker,ALM,tensor(-0.0326),"[0.14499999582767487, 0.3149999976158142, 0.5, 0.03999999910593033]",3
90,delay,ALM,tensor(0.0217),"[0.17000000178813934, 0.28999999165534973, 0.47999998927116394, 0.05999999865889549]",3
91,response,ALM,tensor(0.),"[0.1599999964237213, 0.29999998211860657, 0.4699999988079071, 0.07000000029802322]",3
92,off,tjM1,0,"[0.1599999964237213, 0.29999998211860657, 0.48499998450279236, 0.054999999701976776]",3
93,whisker,tjM1,tensor(0.2717),"[0.2849999964237213, 0.17499999701976776, 0.4899999797344208, 0.04999999701976776]",3
94,delay,tjM1,tensor(0.2717),"[0.2849999964237213, 0.17499999701976776, 0.5049999952316284, 0.03500000014901161]",3
95,response,tjM1,tensor(0.3370),"[0.3149999976158142, 0.14499999582767487, 0.5399999618530273, 0.0]",3
96,off,wS1,0,"[0.1599999964237213, 0.32499998807907104, 0.47999998927116394, 0.03500000014901161]",4
97,whisker,wS1,tensor(0.5876),"[0.4449999928474426, 0.03999999910593033, 0.4350000023841858, 0.07999999821186066]",4
98,delay,wS1,tensor(0.4742),"[0.38999998569488525, 0.0949999988079071, 0.4449999928474426, 0.07000000029802322]",4
99,response,wS1,tensor(0.0103),"[0.16499999165534973, 0.3199999928474426, 0.45499998331069946, 0.05999999865889549]",4
100,off,wS2,0,"[0.1599999964237213, 0.32499998807907104, 0.47999998927116394, 0.03500000014901161]",4
101,whisker,wS2,tensor(0.3402),"[0.32499998807907104, 0.1599999964237213, 0.4699999988079071, 0.044999998062849045]",4
102,delay,wS2,tensor(0.),"[0.1599999964237213, 0.32499998807907104, 0.45499998331069946, 0.05999999865889549]",4
103,response,wS2,tensor(0.0309),"[0.17499999701976776, 0.3100000023841858, 0.5149999856948853, 0.0]",4
104,off,wM1,0,"[0.1599999964237213, 0.32499998807907104, 0.47999998927116394, 0.03500000014901161]",4
105,whisker,wM1,tensor(-0.0103),"[0.1550000011920929, 0.32999998331069946, 0.4749999940395355, 0.03999999910593033]",4
106,delay,wM1,tensor(0.0309),"[0.17499999701976776, 0.3100000023841858, 0.4899999797344208, 0.02499999850988388]",4
107,response,wM1,tensor(-0.0309),"[0.14499999582767487, 0.3400000035762787, 0.4949999749660492, 0.019999999552965164]",4
108,off,wM2,0,"[0.1599999964237213, 0.32499998807907104, 0.47999998927116394, 0.03500000014901161]",4
109,whisker,wM2,tensor(0.1753),"[0.2449999898672104, 0.23999999463558197, 0.48499998450279236, 0.029999999329447746]",4
110,delay,wM2,tensor(0.4227),"[0.3649999797344208, 0.11999999731779099, 0.45499998331069946, 0.05999999865889549]",4
111,response,wM2,tensor(0.),"[0.1599999964237213, 0.32499998807907104, 0.5099999904632568, 0.004999999888241291]",4
112,off,ALM,0,"[0.1599999964237213, 0.32499998807907104, 0.47999998927116394, 0.03500000014901161]",4
113,whisker,ALM,tensor(0.0309),"[0.17499999701976776, 0.3100000023841858, 0.4699999988079071, 0.044999998062849045]",4
114,delay,ALM,tensor(0.0412),"[0.17999999225139618, 0.3050000071525574, 0.4599999785423279, 0.054999999701976776]",4
115,response,ALM,tensor(-0.0103),"[0.1550000011920929, 0.32999998331069946, 0.4749999940395355, 0.03999999910593033]",4
116,off,tjM1,0,"[0.1599999964237213, 0.32499998807907104, 0.47999998927116394, 0.03500000014901161]",4
117,whisker,tjM1,tensor(0.3299),"[0.3199999928474426, 0.16499999165534973, 0.4749999940395355, 0.03999999910593033]",4
118,delay,tjM1,tensor(0.2371),"[0.2750000059604645, 0.20999999344348907, 0.45499998331069946, 0.05999999865889549]",4
119,response,tjM1,tensor(0.3918),"[0.3499999940395355, 0.13499999046325684, 0.5149999856948853, 0.0]",4
