,period,area,miss_diff,propabilities,session
40,off,ALM,0,"[0.13499999046325684, 0.3700000047683716, 0.3799999952316284, 0.11499999463558197]",1
41,whisker,ALM,tensor(0.),"[0.13499999046325684, 0.3700000047683716, 0.3799999952316284, 0.11499999463558197]",1
42,delay,ALM,tensor(0.0198),"[0.14499999582767487, 0.35999998450279236, 0.38999998569488525, 0.10499999672174454]",1
43,response,ALM,tensor(0.1386),"[0.20499999821186066, 0.29999998211860657, 0.45499998331069946, 0.03999999910593033]",1
44,off,tjM1,0,"[0.13499999046325684, 0.3700000047683716, 0.3799999952316284, 0.11499999463558197]",1
45,whisker,tjM1,tensor(-0.0198),"[0.125, 0.3799999952316284, 0.3799999952316284, 0.11499999463558197]",1
46,delay,tjM1,tensor(0.5347),"[0.4050000011920929, 0.09999999403953552, 0.41999998688697815, 0.07499999552965164]",1
47,response,tjM1,tensor(0.7327),"[0.5049999952316284, 0.0, 0.4949999749660492, 0.0]",1
48,off,wS1,0,"[0.1550000011920929, 0.3349999785423279, 0.4099999964237213, 0.09999999403953552]",2
49,whisker,wS1,tensor(0.4490),"[0.375, 0.11499999463558197, 0.4099999964237213, 0.09999999403953552]",2
50,delay,wS1,tensor(0.1122),"[0.20999999344348907, 0.2800000011920929, 0.41999998688697815, 0.08999999612569809]",2
51,response,wS1,tensor(0.),"[0.1550000011920929, 0.3349999785423279, 0.4350000023841858, 0.07499999552965164]",2
52,off,wS2,0,"[0.1550000011920929, 0.3349999785423279, 0.4099999964237213, 0.09999999403953552]",2
53,whisker,wS2,tensor(0.0102),"[0.1599999964237213, 0.32999998331069946, 0.4099999964237213, 0.09999999403953552]",2
54,delay,wS2,tensor(0.),"[0.1550000011920929, 0.3349999785423279, 0.4099999964237213, 0.09999999403953552]",2
55,response,wS2,tensor(0.),"[0.1550000011920929, 0.3349999785423279, 0.41999998688697815, 0.08999999612569809]",2
56,off,wM1,0,"[0.1550000011920929, 0.3349999785423279, 0.4099999964237213, 0.09999999403953552]",2
57,whisker,wM1,tensor(0.),"[0.1550000011920929, 0.3349999785423279, 0.4099999964237213, 0.09999999403953552]",2
58,delay,wM1,tensor(0.),"[0.1550000011920929, 0.3349999785423279, 0.41499999165534973, 0.0949999988079071]",2
59,response,wM1,tensor(0.),"[0.1550000011920929, 0.3349999785423279, 0.42499998211860657, 0.08500000089406967]",2
60,off,wM2,0,"[0.1550000011920929, 0.3349999785423279, 0.4099999964237213, 0.09999999403953552]",2
61,whisker,wM2,tensor(0.4592),"[0.3799999952316284, 0.10999999940395355, 0.4099999964237213, 0.09999999403953552]",2
62,delay,wM2,tensor(0.3367),"[0.3199999928474426, 0.17000000178813934, 0.41499999165534973, 0.0949999988079071]",2
63,response,wM2,tensor(0.),"[0.1550000011920929, 0.3349999785423279, 0.429999977350235, 0.07999999821186066]",2
64,off,ALM,0,"[0.1550000011920929, 0.3349999785423279, 0.4099999964237213, 0.09999999403953552]",2
65,whisker,ALM,tensor(0.),"[0.1550000011920929, 0.3349999785423279, 0.4099999964237213, 0.09999999403953552]",2
66,delay,ALM,tensor(0.),"[0.1550000011920929, 0.3349999785423279, 0.44999998807907104, 0.05999999865889549]",2
67,response,ALM,tensor(0.1020),"[0.20499999821186066, 0.2849999964237213, 0.4949999749660492, 0.014999999664723873]",2
68,off,tjM1,0,"[0.1550000011920929, 0.3349999785423279, 0.4099999964237213, 0.09999999403953552]",2
69,whisker,tjM1,tensor(0.0102),"[0.1599999964237213, 0.32999998331069946, 0.4099999964237213, 0.09999999403953552]",2
70,delay,tjM1,tensor(0.5306),"[0.41499999165534973, 0.07499999552965164, 0.44999998807907104, 0.05999999865889549]",2
71,response,tjM1,tensor(0.6837),"[0.4899999797344208, 0.0, 0.5099999904632568, 0.0]",2
