,period,area,miss_diff,propabilities,session
73,whisker,wS1,tensor(0.0870),"[0.19999998807907104, 0.25999999046325684, 0.5399999618530273, 0.0]",3
74,delay,wS1,tensor(0.5217),"[0.3999999761581421, 0.05999999865889549, 0.5399999618530273, 0.0]",3
75,response,wS1,tensor(0.0761),"[0.19499999284744263, 0.26499998569488525, 0.5399999618530273, 0.0]",3
76,off,wS2,0,"[0.1599999964237213, 0.29999998211860657, 0.5399999618530273, 0.0]",3
77,whisker,wS2,tensor(-0.0543),"[0.13499999046325684, 0.32499998807907104, 0.5399999618530273, 0.0]",3
78,delay,wS2,tensor(0.3043),"[0.29999998211860657, 0.1599999964237213, 0.5399999618530273, 0.0]",3
79,response,wS2,tensor(0.2065),"[0.2549999952316284, 0.20499999821186066, 0.5399999618530273, 0.0]",3
80,off,wM1,0,"[0.1599999964237213, 0.29999998211860657, 0.5399999618530273, 0.0]",3
81,whisker,wM1,tensor(-0.0761),"[0.125, 0.3349999785423279, 0.5399999618530273, 0.0]",3
82,delay,wM1,tensor(0.6196),"[0.4449999928474426, 0.014999999664723873, 0.5399999618530273, 0.0]",3
83,response,wM1,tensor(0.1413),"[0.22499999403953552, 0.23499999940395355, 0.5399999618530273, 0.0]",3
84,off,wM2,0,"[0.1599999964237213, 0.29999998211860657, 0.5399999618530273, 0.0]",3
85,whisker,wM2,tensor(0.1304),"[0.2199999988079071, 0.23999999463558197, 0.5399999618530273, 0.0]",3
86,delay,wM2,tensor(0.4022),"[0.3449999988079071, 0.11499999463558197, 0.5399999618530273, 0.0]",3
87,response,wM2,tensor(0.0761),"[0.19499999284744263, 0.26499998569488525, 0.5399999618530273, 0.0]",3
88,off,ALM,0,"[0.1599999964237213, 0.29999998211860657, 0.5399999618530273, 0.0]",3
89,whisker,ALM,tensor(0.0761),"[0.19499999284744263, 0.26499998569488525, 0.5399999618530273, 0.0]",3
90,delay,ALM,tensor(0.6196),"[0.4449999928474426, 0.014999999664723873, 0.5399999618530273, 0.0]",3
91,response,ALM,tensor(0.0435),"[0.17999999225139618, 0.2800000011920929, 0.5399999618530273, 0.0]",3
92,off,tjM1,0,"[0.1599999964237213, 0.29999998211860657, 0.5399999618530273, 0.0]",3
93,whisker,tjM1,tensor(0.6522),"[0.4599999785423279, 0.0, 0.5399999618530273, 0.0]",3
94,delay,tjM1,tensor(0.6522),"[0.4599999785423279, 0.0, 0.5399999618530273, 0.0]",3
95,response,tjM1,tensor(0.3696),"[0.32999998331069946, 0.12999999523162842, 0.5399999618530273, 0.0]",3
96,off,wS1,0,"[0.10999999940395355, 0.375, 0.5149999856948853, 0.0]",4
97,whisker,wS1,tensor(0.0928),"[0.1550000011920929, 0.32999998331069946, 0.5149999856948853, 0.0]",4
98,delay,wS1,tensor(0.6186),"[0.4099999964237213, 0.07499999552965164, 0.5149999856948853, 0.0]",4
99,response,wS1,tensor(0.1031),"[0.1599999964237213, 0.32499998807907104, 0.5149999856948853, 0.0]",4
100,off,wS2,0,"[0.10999999940395355, 0.375, 0.5149999856948853, 0.0]",4
101,whisker,wS2,tensor(0.0619),"[0.14000000059604645, 0.3449999988079071, 0.5099999904632568, 0.004999999888241291]",4
102,delay,wS2,tensor(0.4433),"[0.32499998807907104, 0.1599999964237213, 0.5149999856948853, 0.0]",4
103,response,wS2,tensor(0.2268),"[0.2199999988079071, 0.26499998569488525, 0.5149999856948853, 0.0]",4
104,off,wM1,0,"[0.10999999940395355, 0.375, 0.5149999856948853, 0.0]",4
105,whisker,wM1,tensor(0.0412),"[0.12999999523162842, 0.35499998927116394, 0.5149999856948853, 0.0]",4
106,delay,wM1,tensor(0.7629),"[0.47999998927116394, 0.004999999888241291, 0.5149999856948853, 0.0]",4
107,response,wM1,tensor(0.1649),"[0.1899999976158142, 0.29499998688697815, 0.5149999856948853, 0.0]",4
108,off,wM2,0,"[0.10999999940395355, 0.375, 0.5149999856948853, 0.0]",4
109,whisker,wM2,tensor(0.2371),"[0.22499999403953552, 0.25999999046325684, 0.5149999856948853, 0.0]",4
110,delay,wM2,tensor(0.5155),"[0.35999998450279236, 0.125, 0.5149999856948853, 0.0]",4
111,response,wM2,tensor(0.0619),"[0.14000000059604645, 0.3449999988079071, 0.5149999856948853, 0.0]",4
112,off,ALM,0,"[0.10999999940395355, 0.375, 0.5149999856948853, 0.0]",4
113,whisker,ALM,tensor(0.1959),"[0.20499999821186066, 0.2800000011920929, 0.5149999856948853, 0.0]",4
114,delay,ALM,tensor(0.7320),"[0.4650000035762787, 0.019999999552965164, 0.5149999856948853, 0.0]",4
115,response,ALM,tensor(0.1031),"[0.1599999964237213, 0.32499998807907104, 0.5149999856948853, 0.0]",4
116,off,tjM1,0,"[0.10999999940395355, 0.375, 0.5149999856948853, 0.0]",4
117,whisker,tjM1,tensor(0.7732),"[0.48499998450279236, 0.0, 0.5149999856948853, 0.0]",4
118,delay,tjM1,tensor(0.7732),"[0.48499998450279236, 0.0, 0.5149999856948853, 0.0]",4
119,response,tjM1,tensor(0.5258),"[0.3649999797344208, 0.11999999731779099, 0.5149999856948853, 0.0]",4
