,period,area,miss_diff,propabilities,session
100,off,wS2,0,"[0.10999999940395355, 0.3799999952316284, 0.44999998807907104, 0.05999999865889549]",4
101,whisker,wS2,tensor(0.0612),"[0.14000000059604645, 0.3499999940395355, 0.4399999976158142, 0.07000000029802322]",4
102,delay,wS2,tensor(-0.0612),"[0.07999999821186066, 0.4099999964237213, 0.3999999761581421, 0.10999999940395355]",4
103,response,wS2,tensor(0.0204),"[0.11999999731779099, 0.3700000047683716, 0.4599999785423279, 0.04999999701976776]",4
104,off,wM1,0,"[0.10999999940395355, 0.3799999952316284, 0.44999998807907104, 0.05999999865889549]",4
105,whisker,wM1,tensor(0.0612),"[0.14000000059604645, 0.3499999940395355, 0.429999977350235, 0.07999999821186066]",4
106,delay,wM1,tensor(-0.0612),"[0.07999999821186066, 0.4099999964237213, 0.4399999976158142, 0.07000000029802322]",4
107,response,wM1,tensor(0.),"[0.10999999940395355, 0.3799999952316284, 0.4699999988079071, 0.03999999910593033]",4
108,off,wM2,0,"[0.10999999940395355, 0.3799999952316284, 0.44999998807907104, 0.05999999865889549]",4
109,whisker,wM2,tensor(0.1224),"[0.17000000178813934, 0.3199999928474426, 0.429999977350235, 0.07999999821186066]",4
110,delay,wM2,tensor(0.0204),"[0.11999999731779099, 0.3700000047683716, 0.41999998688697815, 0.08999999612569809]",4
111,response,wM2,tensor(0.1429),"[0.17999999225139618, 0.3100000023841858, 0.5, 0.009999999776482582]",4
112,off,ALM,0,"[0.10999999940395355, 0.3799999952316284, 0.44999998807907104, 0.05999999865889549]",4
113,whisker,ALM,tensor(0.6531),"[0.429999977350235, 0.05999999865889549, 0.41999998688697815, 0.08999999612569809]",4
114,delay,ALM,tensor(0.5510),"[0.3799999952316284, 0.10999999940395355, 0.41999998688697815, 0.08999999612569809]",4
115,response,ALM,tensor(-0.0408),"[0.08999999612569809, 0.3999999761581421, 0.4099999964237213, 0.09999999403953552]",4
116,off,tjM1,0,"[0.10999999940395355, 0.3799999952316284, 0.44999998807907104, 0.05999999865889549]",4
117,whisker,tjM1,tensor(-0.0204),"[0.09999999403953552, 0.38999998569488525, 0.41999998688697815, 0.08999999612569809]",4
118,delay,tjM1,tensor(0.4898),"[0.3499999940395355, 0.14000000059604645, 0.35999998450279236, 0.14999999105930328]",4
119,response,tjM1,tensor(0.5918),"[0.3999999761581421, 0.08999999612569809, 0.5099999904632568, 0.0]",4
