,period,area,miss_diff,propabilities,session
31,response,wS2,tensor(-0.0396),"[0.20999999344348907, 0.29499998688697815, 0.42499998211860657, 0.07000000029802322]",1
32,off,wM1,0,"[0.22999998927116394, 0.2750000059604645, 0.3999999761581421, 0.0949999988079071]",1
33,whisker,wM1,tensor(-0.1089),"[0.17499999701976776, 0.32999998331069946, 0.41999998688697815, 0.07499999552965164]",1
34,delay,wM1,tensor(0.4158),"[0.4399999976158142, 0.06499999761581421, 0.4050000011920929, 0.08999999612569809]",1
35,response,wM1,tensor(-0.0396),"[0.20999999344348907, 0.29499998688697815, 0.4099999964237213, 0.08500000089406967]",1
36,off,wM2,0,"[0.22999998927116394, 0.2750000059604645, 0.3999999761581421, 0.0949999988079071]",1
37,whisker,wM2,tensor(0.0792),"[0.26999998092651367, 0.23499999940395355, 0.38499999046325684, 0.10999999940395355]",1
38,delay,wM2,tensor(0.0594),"[0.25999999046325684, 0.2449999898672104, 0.3799999952316284, 0.11499999463558197]",1
39,response,wM2,tensor(-0.0396),"[0.20999999344348907, 0.29499998688697815, 0.4050000011920929, 0.08999999612569809]",1
40,off,ALM,0,"[0.22999998927116394, 0.2750000059604645, 0.3999999761581421, 0.0949999988079071]",1
41,whisker,ALM,tensor(-0.1683),"[0.14499999582767487, 0.35999998450279236, 0.41499999165534973, 0.07999999821186066]",1
42,delay,ALM,tensor(-0.1683),"[0.14499999582767487, 0.35999998450279236, 0.3400000035762787, 0.1550000011920929]",1
43,response,ALM,tensor(-0.1188),"[0.17000000178813934, 0.3349999785423279, 0.23499999940395355, 0.25999999046325684]",1
44,off,tjM1,0,"[0.22999998927116394, 0.2750000059604645, 0.3999999761581421, 0.0949999988079071]",1
45,whisker,tjM1,tensor(-0.1980),"[0.12999999523162842, 0.375, 0.4350000023841858, 0.05999999865889549]",1
46,delay,tjM1,tensor(0.3069),"[0.38499999046325684, 0.11999999731779099, 0.38499999046325684, 0.10999999940395355]",1
47,response,tjM1,tensor(-0.0495),"[0.20499999821186066, 0.29999998211860657, 0.3499999940395355, 0.14499999582767487]",1
48,off,wS1,0,"[0.1899999976158142, 0.29999998211860657, 0.41499999165534973, 0.0949999988079071]",2
49,whisker,wS1,tensor(-0.0102),"[0.1850000023841858, 0.3050000071525574, 0.429999977350235, 0.07999999821186066]",2
50,delay,wS1,tensor(0.0204),"[0.19999998807907104, 0.28999999165534973, 0.41499999165534973, 0.0949999988079071]",2
51,response,wS1,tensor(0.),"[0.1899999976158142, 0.29999998211860657, 0.3999999761581421, 0.10999999940395355]",2
52,off,wS2,0,"[0.1899999976158142, 0.29999998211860657, 0.41499999165534973, 0.0949999988079071]",2
53,whisker,wS2,tensor(-0.0408),"[0.17000000178813934, 0.3199999928474426, 0.41999998688697815, 0.08999999612569809]",2
54,delay,wS2,tensor(0.0204),"[0.19999998807907104, 0.28999999165534973, 0.38499999046325684, 0.125]",2
55,response,wS2,tensor(0.),"[0.1899999976158142, 0.29999998211860657, 0.41999998688697815, 0.08999999612569809]",2
56,off,wM1,0,"[0.1899999976158142, 0.29999998211860657, 0.41499999165534973, 0.0949999988079071]",2
57,whisker,wM1,tensor(-0.1020),"[0.14000000059604645, 0.3499999940395355, 0.3999999761581421, 0.10999999940395355]",2
58,delay,wM1,tensor(0.4592),"[0.41499999165534973, 0.07499999552965164, 0.4099999964237213, 0.09999999403953552]",2
59,response,wM1,tensor(0.0102),"[0.19499999284744263, 0.29499998688697815, 0.4399999976158142, 0.07000000029802322]",2
60,off,wM2,0,"[0.1899999976158142, 0.29999998211860657, 0.41499999165534973, 0.0949999988079071]",2
61,whisker,wM2,tensor(0.0918),"[0.23499999940395355, 0.2549999952316284, 0.41999998688697815, 0.08999999612569809]",2
62,delay,wM2,tensor(0.0510),"[0.2149999886751175, 0.2750000059604645, 0.39499998092651367, 0.11499999463558197]",2
63,response,wM2,tensor(0.0714),"[0.22499999403953552, 0.26499998569488525, 0.429999977350235, 0.07999999821186066]",2
64,off,ALM,0,"[0.1899999976158142, 0.29999998211860657, 0.41499999165534973, 0.0949999988079071]",2
65,whisker,ALM,tensor(-0.1939),"[0.0949999988079071, 0.39499998092651367, 0.42499998211860657, 0.08500000089406967]",2
66,delay,ALM,tensor(-0.1429),"[0.11999999731779099, 0.3700000047683716, 0.3700000047683716, 0.14000000059604645]",2
67,response,ALM,tensor(-0.0612),"[0.1599999964237213, 0.32999998331069946, 0.23999999463558197, 0.26999998092651367]",2
68,off,tjM1,0,"[0.1899999976158142, 0.29999998211860657, 0.41499999165534973, 0.0949999988079071]",2
69,whisker,tjM1,tensor(-0.0816),"[0.14999999105930328, 0.3400000035762787, 0.4050000011920929, 0.10499999672174454]",2
70,delay,tjM1,tensor(0.3469),"[0.35999998450279236, 0.12999999523162842, 0.4099999964237213, 0.09999999403953552]",2
71,response,tjM1,tensor(0.),"[0.1899999976158142, 0.29999998211860657, 0.38999998569488525, 0.11999999731779099]",2
72,off,wS1,0,"[0.19499999284744263, 0.26499998569488525, 0.42499998211860657, 0.11499999463558197]",3
73,whisker,wS1,tensor(-0.0543),"[0.17000000178813934, 0.28999999165534973, 0.4599999785423279, 0.07999999821186066]",3
74,delay,wS1,tensor(-0.0109),"[0.1899999976158142, 0.26999998092651367, 0.44999998807907104, 0.08999999612569809]",3
75,response,wS1,tensor(0.0217),"[0.20499999821186066, 0.2549999952316284, 0.45499998331069946, 0.08500000089406967]",3
76,off,wS2,0,"[0.19499999284744263, 0.26499998569488525, 0.42499998211860657, 0.11499999463558197]",3
77,whisker,wS2,tensor(-0.1087),"[0.14499999582767487, 0.3149999976158142, 0.4449999928474426, 0.0949999988079071]",3
78,delay,wS2,tensor(-0.0652),"[0.16499999165534973, 0.29499998688697815, 0.4350000023841858, 0.10499999672174454]",3
79,response,wS2,tensor(-0.0109),"[0.1899999976158142, 0.26999998092651367, 0.48499998450279236, 0.054999999701976776]",3
80,off,wM1,0,"[0.19499999284744263, 0.26499998569488525, 0.42499998211860657, 0.11499999463558197]",3
81,whisker,wM1,tensor(-0.0978),"[0.14999999105930328, 0.3100000023841858, 0.41999998688697815, 0.11999999731779099]",3
82,delay,wM1,tensor(0.4130),"[0.38499999046325684, 0.07499999552965164, 0.45499998331069946, 0.08500000089406967]",3
83,response,wM1,tensor(-0.0109),"[0.1899999976158142, 0.26999998092651367, 0.4749999940395355, 0.06499999761581421]",3
84,off,wM2,0,"[0.19499999284744263, 0.26499998569488525, 0.42499998211860657, 0.11499999463558197]",3
85,whisker,wM2,tensor(0.1196),"[0.25, 0.20999999344348907, 0.429999977350235, 0.10999999940395355]",3
86,delay,wM2,tensor(0.0435),"[0.2149999886751175, 0.2449999898672104, 0.42499998211860657, 0.11499999463558197]",3
87,response,wM2,tensor(-0.0109),"[0.1899999976158142, 0.26999998092651367, 0.4699999988079071, 0.07000000029802322]",3
88,off,ALM,0,"[0.19499999284744263, 0.26499998569488525, 0.42499998211860657, 0.11499999463558197]",3
89,whisker,ALM,tensor(-0.1630),"[0.11999999731779099, 0.3400000035762787, 0.4350000023841858, 0.10499999672174454]",3
90,delay,ALM,tensor(-0.1630),"[0.11999999731779099, 0.3400000035762787, 0.39499998092651367, 0.14499999582767487]",3
91,response,ALM,tensor(-0.0978),"[0.14999999105930328, 0.3100000023841858, 0.28999999165534973, 0.25]",3
92,off,tjM1,0,"[0.19499999284744263, 0.26499998569488525, 0.42499998211860657, 0.11499999463558197]",3
93,whisker,tjM1,tensor(-0.2283),"[0.08999999612569809, 0.3700000047683716, 0.429999977350235, 0.10999999940395355]",3
94,delay,tjM1,tensor(0.2391),"[0.3050000071525574, 0.1550000011920929, 0.4699999988079071, 0.07000000029802322]",3
95,response,tjM1,tensor(-0.0109),"[0.1899999976158142, 0.26999998092651367, 0.41499999165534973, 0.125]",3
96,off,wS1,0,"[0.1850000023841858, 0.29999998211860657, 0.41999998688697815, 0.0949999988079071]",4
97,whisker,wS1,tensor(0.0103),"[0.1899999976158142, 0.29499998688697815, 0.4050000011920929, 0.10999999940395355]",4
98,delay,wS1,tensor(0.0722),"[0.2199999988079071, 0.26499998569488525, 0.429999977350235, 0.08500000089406967]",4
99,response,wS1,tensor(-0.0103),"[0.17999999225139618, 0.3050000071525574, 0.39499998092651367, 0.11999999731779099]",4
100,off,wS2,0,"[0.1850000023841858, 0.29999998211860657, 0.41999998688697815, 0.0949999988079071]",4
101,whisker,wS2,tensor(-0.0722),"[0.14999999105930328, 0.3349999785423279, 0.4050000011920929, 0.10999999940395355]",4
102,delay,wS2,tensor(0.0619),"[0.2149999886751175, 0.26999998092651367, 0.39499998092651367, 0.11999999731779099]",4
103,response,wS2,tensor(-0.0309),"[0.17000000178813934, 0.3149999976158142, 0.39499998092651367, 0.11999999731779099]",4
104,off,wM1,0,"[0.1850000023841858, 0.29999998211860657, 0.41999998688697815, 0.0949999988079071]",4
105,whisker,wM1,tensor(-0.1031),"[0.13499999046325684, 0.3499999940395355, 0.41999998688697815, 0.0949999988079071]",4
106,delay,wM1,tensor(0.5052),"[0.429999977350235, 0.054999999701976776, 0.42499998211860657, 0.08999999612569809]",4
107,response,wM1,tensor(-0.0206),"[0.17499999701976776, 0.3100000023841858, 0.4050000011920929, 0.10999999940395355]",4
108,off,wM2,0,"[0.1850000023841858, 0.29999998211860657, 0.41999998688697815, 0.0949999988079071]",4
109,whisker,wM2,tensor(0.1134),"[0.23999999463558197, 0.2449999898672104, 0.4099999964237213, 0.10499999672174454]",4
110,delay,wM2,tensor(0.0515),"[0.20999999344348907, 0.2750000059604645, 0.3999999761581421, 0.11499999463558197]",4
111,response,wM2,tensor(0.0206),"[0.19499999284744263, 0.28999999165534973, 0.4050000011920929, 0.10999999940395355]",4
112,off,ALM,0,"[0.1850000023841858, 0.29999998211860657, 0.41999998688697815, 0.0949999988079071]",4
113,whisker,ALM,tensor(-0.1546),"[0.10999999940395355, 0.375, 0.4050000011920929, 0.10999999940395355]",4
114,delay,ALM,tensor(-0.0619),"[0.1550000011920929, 0.32999998331069946, 0.3999999761581421, 0.11499999463558197]",4
115,response,ALM,tensor(-0.0825),"[0.14499999582767487, 0.3400000035762787, 0.20999999344348907, 0.3050000071525574]",4
116,off,tjM1,0,"[0.1850000023841858, 0.29999998211860657, 0.41999998688697815, 0.0949999988079071]",4
117,whisker,tjM1,tensor(-0.1340),"[0.11999999731779099, 0.3649999797344208, 0.41999998688697815, 0.0949999988079071]",4
118,delay,tjM1,tensor(0.3711),"[0.3649999797344208, 0.11999999731779099, 0.42499998211860657, 0.08999999612569809]",4
119,response,tjM1,tensor(-0.0103),"[0.17999999225139618, 0.3050000071525574, 0.3799999952316284, 0.13499999046325684]",4
