,period,area,miss_diff,propabilities,session
25,whisker,wS1,tensor(0.0693),"[0.29499998688697815, 0.20999999344348907, 0.3700000047683716, 0.125]",1
26,delay,wS1,tensor(0.0297),"[0.2750000059604645, 0.22999998927116394, 0.38999998569488525, 0.10499999672174454]",1
27,response,wS1,tensor(-0.0297),"[0.2449999898672104, 0.25999999046325684, 0.3499999940395355, 0.14499999582767487]",1
28,off,wS2,0,"[0.25999999046325684, 0.2449999898672104, 0.3700000047683716, 0.125]",1
29,whisker,wS2,tensor(-0.0099),"[0.2549999952316284, 0.25, 0.35999998450279236, 0.13499999046325684]",1
30,delay,wS2,tensor(-0.0198),"[0.25, 0.2549999952316284, 0.35999998450279236, 0.13499999046325684]",1
31,response,wS2,tensor(-0.0099),"[0.2549999952316284, 0.25, 0.35499998927116394, 0.14000000059604645]",1
32,off,wM1,0,"[0.25999999046325684, 0.2449999898672104, 0.3700000047683716, 0.125]",1
33,whisker,wM1,tensor(0.),"[0.25999999046325684, 0.2449999898672104, 0.3649999797344208, 0.12999999523162842]",1
34,delay,wM1,tensor(0.0099),"[0.26499998569488525, 0.23999999463558197, 0.3449999988079071, 0.14999999105930328]",1
35,response,wM1,tensor(-0.0297),"[0.2449999898672104, 0.25999999046325684, 0.3499999940395355, 0.14499999582767487]",1
36,off,wM2,0,"[0.25999999046325684, 0.2449999898672104, 0.3700000047683716, 0.125]",1
37,whisker,wM2,tensor(0.0099),"[0.26499998569488525, 0.23999999463558197, 0.35499998927116394, 0.14000000059604645]",1
38,delay,wM2,tensor(0.2277),"[0.375, 0.12999999523162842, 0.3799999952316284, 0.11499999463558197]",1
39,response,wM2,tensor(0.),"[0.25999999046325684, 0.2449999898672104, 0.3700000047683716, 0.125]",1
40,off,ALM,0,"[0.25999999046325684, 0.2449999898672104, 0.3700000047683716, 0.125]",1
41,whisker,ALM,tensor(-0.0198),"[0.25, 0.2549999952316284, 0.3499999940395355, 0.14499999582767487]",1
42,delay,ALM,tensor(-0.0297),"[0.2449999898672104, 0.25999999046325684, 0.35999998450279236, 0.13499999046325684]",1
43,response,ALM,tensor(-0.0099),"[0.2549999952316284, 0.25, 0.3649999797344208, 0.12999999523162842]",1
44,off,tjM1,0,"[0.25999999046325684, 0.2449999898672104, 0.3700000047683716, 0.125]",1
45,whisker,tjM1,tensor(-0.1089),"[0.20499999821186066, 0.29999998211860657, 0.3400000035762787, 0.1550000011920929]",1
46,delay,tjM1,tensor(0.0099),"[0.26499998569488525, 0.23999999463558197, 0.3700000047683716, 0.125]",1
47,response,tjM1,tensor(0.0099),"[0.26499998569488525, 0.23999999463558197, 0.3700000047683716, 0.125]",1
48,off,wS1,0,"[0.23499999940395355, 0.2549999952316284, 0.429999977350235, 0.07999999821186066]",2
49,whisker,wS1,tensor(0.1122),"[0.28999999165534973, 0.19999998807907104, 0.42499998211860657, 0.08500000089406967]",2
50,delay,wS1,tensor(0.0918),"[0.2800000011920929, 0.20999999344348907, 0.4399999976158142, 0.07000000029802322]",2
51,response,wS1,tensor(-0.0204),"[0.22499999403953552, 0.26499998569488525, 0.41999998688697815, 0.08999999612569809]",2
52,off,wS2,0,"[0.23499999940395355, 0.2549999952316284, 0.429999977350235, 0.07999999821186066]",2
53,whisker,wS2,tensor(0.0408),"[0.2549999952316284, 0.23499999940395355, 0.41999998688697815, 0.08999999612569809]",2
54,delay,wS2,tensor(0.0408),"[0.2549999952316284, 0.23499999940395355, 0.41999998688697815, 0.08999999612569809]",2
55,response,wS2,tensor(0.),"[0.23499999940395355, 0.2549999952316284, 0.429999977350235, 0.07999999821186066]",2
56,off,wM1,0,"[0.23499999940395355, 0.2549999952316284, 0.429999977350235, 0.07999999821186066]",2
57,whisker,wM1,tensor(0.0102),"[0.23999999463558197, 0.25, 0.429999977350235, 0.07999999821186066]",2
58,delay,wM1,tensor(0.0102),"[0.23999999463558197, 0.25, 0.42499998211860657, 0.08500000089406967]",2
59,response,wM1,tensor(-0.0102),"[0.22999998927116394, 0.25999999046325684, 0.429999977350235, 0.07999999821186066]",2
60,off,wM2,0,"[0.23499999940395355, 0.2549999952316284, 0.429999977350235, 0.07999999821186066]",2
61,whisker,wM2,tensor(0.0306),"[0.25, 0.23999999463558197, 0.41999998688697815, 0.08999999612569809]",2
62,delay,wM2,tensor(0.2245),"[0.3449999988079071, 0.14499999582767487, 0.429999977350235, 0.07999999821186066]",2
63,response,wM2,tensor(0.0102),"[0.23999999463558197, 0.25, 0.4399999976158142, 0.07000000029802322]",2
64,off,ALM,0,"[0.23499999940395355, 0.2549999952316284, 0.429999977350235, 0.07999999821186066]",2
65,whisker,ALM,tensor(0.0306),"[0.25, 0.23999999463558197, 0.41999998688697815, 0.08999999612569809]",2
66,delay,ALM,tensor(0.0306),"[0.25, 0.23999999463558197, 0.41999998688697815, 0.08999999612569809]",2
67,response,ALM,tensor(-0.0102),"[0.22999998927116394, 0.25999999046325684, 0.4399999976158142, 0.07000000029802322]",2
68,off,tjM1,0,"[0.23499999940395355, 0.2549999952316284, 0.429999977350235, 0.07999999821186066]",2
69,whisker,tjM1,tensor(-0.0612),"[0.20499999821186066, 0.2849999964237213, 0.41999998688697815, 0.08999999612569809]",2
70,delay,tjM1,tensor(0.0204),"[0.2449999898672104, 0.2449999898672104, 0.4449999928474426, 0.06499999761581421]",2
71,response,tjM1,tensor(0.),"[0.23499999940395355, 0.2549999952316284, 0.4449999928474426, 0.06499999761581421]",2
