,period,area,miss_diff,propabilities,session
60,off,wM2,0,"[0.23999999463558197, 0.25, 0.39499998092651367, 0.11499999463558197]",2
61,whisker,wM2,tensor(-0.0612),"[0.20999999344348907, 0.2800000011920929, 0.3799999952316284, 0.12999999523162842]",2
62,delay,wM2,tensor(0.3061),"[0.38999998569488525, 0.09999999403953552, 0.4099999964237213, 0.09999999403953552]",2
63,response,wM2,tensor(0.0408),"[0.25999999046325684, 0.22999998927116394, 0.41499999165534973, 0.0949999988079071]",2
64,off,ALM,0,"[0.23999999463558197, 0.25, 0.39499998092651367, 0.11499999463558197]",2
65,whisker,ALM,tensor(0.1020),"[0.28999999165534973, 0.19999998807907104, 0.4050000011920929, 0.10499999672174454]",2
66,delay,ALM,tensor(0.3571),"[0.41499999165534973, 0.07499999552965164, 0.375, 0.13499999046325684]",2
67,response,ALM,tensor(0.0102),"[0.2449999898672104, 0.2449999898672104, 0.41999998688697815, 0.08999999612569809]",2
68,off,tjM1,0,"[0.23999999463558197, 0.25, 0.39499998092651367, 0.11499999463558197]",2
69,whisker,tjM1,tensor(-0.0816),"[0.19999998807907104, 0.28999999165534973, 0.4099999964237213, 0.09999999403953552]",2
70,delay,tjM1,tensor(0.1224),"[0.29999998211860657, 0.1899999976158142, 0.4449999928474426, 0.06499999761581421]",2
71,response,tjM1,tensor(0.),"[0.23999999463558197, 0.25, 0.39499998092651367, 0.11499999463558197]",2
