,period,area,miss_diff,propabilities,session
26,delay,wS1,tensor(0.1386),"[0.17499999701976776, 0.32999998331069946, 0.4899999797344208, 0.004999999888241291]",1
27,response,wS1,tensor(-0.0198),"[0.0949999988079071, 0.4099999964237213, 0.4899999797344208, 0.004999999888241291]",1
28,off,wS2,0,"[0.10499999672174454, 0.3999999761581421, 0.48499998450279236, 0.009999999776482582]",1
29,whisker,wS2,tensor(0.0396),"[0.125, 0.3799999952316284, 0.48499998450279236, 0.009999999776482582]",1
30,delay,wS2,tensor(0.1980),"[0.20499999821186066, 0.29999998211860657, 0.47999998927116394, 0.014999999664723873]",1
31,response,wS2,tensor(0.2277),"[0.2199999988079071, 0.2849999964237213, 0.4899999797344208, 0.004999999888241291]",1
32,off,wM1,0,"[0.10499999672174454, 0.3999999761581421, 0.48499998450279236, 0.009999999776482582]",1
33,whisker,wM1,tensor(-0.0099),"[0.09999999403953552, 0.4050000011920929, 0.4949999749660492, 0.0]",1
34,delay,wM1,tensor(0.4455),"[0.32999998331069946, 0.17499999701976776, 0.4699999988079071, 0.02499999850988388]",1
35,response,wM1,tensor(0.0693),"[0.14000000059604645, 0.3649999797344208, 0.4899999797344208, 0.004999999888241291]",1
36,off,wM2,0,"[0.10499999672174454, 0.3999999761581421, 0.48499998450279236, 0.009999999776482582]",1
37,whisker,wM2,tensor(0.0198),"[0.11499999463558197, 0.38999998569488525, 0.4949999749660492, 0.0]",1
38,delay,wM2,tensor(0.3168),"[0.26499998569488525, 0.23999999463558197, 0.4949999749660492, 0.0]",1
39,response,wM2,tensor(0.1188),"[0.16499999165534973, 0.3400000035762787, 0.4899999797344208, 0.004999999888241291]",1
40,off,ALM,0,"[0.10499999672174454, 0.3999999761581421, 0.48499998450279236, 0.009999999776482582]",1
41,whisker,ALM,tensor(0.0099),"[0.10999999940395355, 0.39499998092651367, 0.4949999749660492, 0.0]",1
42,delay,ALM,tensor(0.7624),"[0.4899999797344208, 0.014999999664723873, 0.48499998450279236, 0.009999999776482582]",1
43,response,ALM,tensor(0.0297),"[0.11999999731779099, 0.38499999046325684, 0.4899999797344208, 0.004999999888241291]",1
44,off,tjM1,0,"[0.10499999672174454, 0.3999999761581421, 0.48499998450279236, 0.009999999776482582]",1
45,whisker,tjM1,tensor(0.5842),"[0.3999999761581421, 0.10499999672174454, 0.4949999749660492, 0.0]",1
46,delay,tjM1,tensor(0.7723),"[0.4949999749660492, 0.009999999776482582, 0.4650000035762787, 0.029999999329447746]",1
47,response,tjM1,tensor(0.3960),"[0.3050000071525574, 0.19999998807907104, 0.4899999797344208, 0.004999999888241291]",1
48,off,wS1,0,"[0.14000000059604645, 0.3499999940395355, 0.5049999952316284, 0.004999999888241291]",2
49,whisker,wS1,tensor(-0.0102),"[0.13499999046325684, 0.35499998927116394, 0.5049999952316284, 0.004999999888241291]",2
50,delay,wS1,tensor(0.0102),"[0.14499999582767487, 0.3449999988079071, 0.4899999797344208, 0.019999999552965164]",2
51,response,wS1,tensor(-0.0918),"[0.0949999988079071, 0.39499998092651367, 0.5049999952316284, 0.004999999888241291]",2
52,off,wS2,0,"[0.14000000059604645, 0.3499999940395355, 0.5049999952316284, 0.004999999888241291]",2
53,whisker,wS2,tensor(-0.0510),"[0.11499999463558197, 0.375, 0.5049999952316284, 0.004999999888241291]",2
54,delay,wS2,tensor(0.1633),"[0.2199999988079071, 0.26999998092651367, 0.4899999797344208, 0.019999999552965164]",2
55,response,wS2,tensor(0.1939),"[0.23499999940395355, 0.2549999952316284, 0.5099999904632568, 0.0]",2
56,off,wM1,0,"[0.14000000059604645, 0.3499999940395355, 0.5049999952316284, 0.004999999888241291]",2
57,whisker,wM1,tensor(-0.0510),"[0.11499999463558197, 0.375, 0.5049999952316284, 0.004999999888241291]",2
58,delay,wM1,tensor(0.3265),"[0.29999998211860657, 0.1899999976158142, 0.4749999940395355, 0.03500000014901161]",2
59,response,wM1,tensor(0.1224),"[0.19999998807907104, 0.28999999165534973, 0.5049999952316284, 0.004999999888241291]",2
60,off,wM2,0,"[0.14000000059604645, 0.3499999940395355, 0.5049999952316284, 0.004999999888241291]",2
61,whisker,wM2,tensor(-0.0714),"[0.10499999672174454, 0.38499999046325684, 0.5049999952316284, 0.004999999888241291]",2
62,delay,wM2,tensor(0.2143),"[0.2449999898672104, 0.2449999898672104, 0.4899999797344208, 0.019999999552965164]",2
63,response,wM2,tensor(0.0714),"[0.17499999701976776, 0.3149999976158142, 0.5049999952316284, 0.004999999888241291]",2
64,off,ALM,0,"[0.14000000059604645, 0.3499999940395355, 0.5049999952316284, 0.004999999888241291]",2
65,whisker,ALM,tensor(-0.0510),"[0.11499999463558197, 0.375, 0.5049999952316284, 0.004999999888241291]",2
66,delay,ALM,tensor(0.7143),"[0.4899999797344208, 0.0, 0.5, 0.009999999776482582]",2
67,response,ALM,tensor(-0.0102),"[0.13499999046325684, 0.35499998927116394, 0.5, 0.009999999776482582]",2
68,off,tjM1,0,"[0.14000000059604645, 0.3499999940395355, 0.5049999952316284, 0.004999999888241291]",2
69,whisker,tjM1,tensor(0.6224),"[0.4449999928474426, 0.044999998062849045, 0.5049999952316284, 0.004999999888241291]",2
70,delay,tjM1,tensor(0.6939),"[0.47999998927116394, 0.009999999776482582, 0.47999998927116394, 0.029999999329447746]",2
71,response,tjM1,tensor(0.3367),"[0.3050000071525574, 0.1850000023841858, 0.5099999904632568, 0.0]",2
72,off,wS1,0,"[0.12999999523162842, 0.32999998331069946, 0.5399999618530273, 0.0]",3
73,whisker,wS1,tensor(-0.0326),"[0.11499999463558197, 0.3449999988079071, 0.5349999666213989, 0.004999999888241291]",3
74,delay,wS1,tensor(0.0217),"[0.14000000059604645, 0.3199999928474426, 0.5299999713897705, 0.009999999776482582]",3
75,response,wS1,tensor(-0.0326),"[0.11499999463558197, 0.3449999988079071, 0.5399999618530273, 0.0]",3
76,off,wS2,0,"[0.12999999523162842, 0.32999998331069946, 0.5399999618530273, 0.0]",3
77,whisker,wS2,tensor(0.),"[0.12999999523162842, 0.32999998331069946, 0.5349999666213989, 0.004999999888241291]",3
78,delay,wS2,tensor(0.1630),"[0.20499999821186066, 0.2549999952316284, 0.5299999713897705, 0.009999999776482582]",3
79,response,wS2,tensor(0.1304),"[0.1899999976158142, 0.26999998092651367, 0.5399999618530273, 0.0]",3
80,off,wM1,0,"[0.12999999523162842, 0.32999998331069946, 0.5399999618530273, 0.0]",3
81,whisker,wM1,tensor(-0.0435),"[0.10999999940395355, 0.3499999940395355, 0.5399999618530273, 0.0]",3
82,delay,wM1,tensor(0.3478),"[0.28999999165534973, 0.17000000178813934, 0.5249999761581421, 0.014999999664723873]",3
83,response,wM1,tensor(0.0652),"[0.1599999964237213, 0.29999998211860657, 0.5399999618530273, 0.0]",3
84,off,wM2,0,"[0.12999999523162842, 0.32999998331069946, 0.5399999618530273, 0.0]",3
85,whisker,wM2,tensor(-0.0326),"[0.11499999463558197, 0.3449999988079071, 0.5399999618530273, 0.0]",3
86,delay,wM2,tensor(0.2283),"[0.23499999940395355, 0.22499999403953552, 0.5349999666213989, 0.004999999888241291]",3
87,response,wM2,tensor(0.),"[0.12999999523162842, 0.32999998331069946, 0.5399999618530273, 0.0]",3
88,off,ALM,0,"[0.12999999523162842, 0.32999998331069946, 0.5399999618530273, 0.0]",3
89,whisker,ALM,tensor(0.0543),"[0.1550000011920929, 0.3050000071525574, 0.5399999618530273, 0.0]",3
90,delay,ALM,tensor(0.6630),"[0.4350000023841858, 0.02499999850988388, 0.5399999618530273, 0.0]",3
91,response,ALM,tensor(-0.0435),"[0.10999999940395355, 0.3499999940395355, 0.5399999618530273, 0.0]",3
92,off,tjM1,0,"[0.12999999523162842, 0.32999998331069946, 0.5399999618530273, 0.0]",3
93,whisker,tjM1,tensor(0.5870),"[0.3999999761581421, 0.05999999865889549, 0.5399999618530273, 0.0]",3
94,delay,tjM1,tensor(0.6739),"[0.4399999976158142, 0.019999999552965164, 0.5349999666213989, 0.004999999888241291]",3
95,response,tjM1,tensor(0.2717),"[0.2549999952316284, 0.20499999821186066, 0.5399999618530273, 0.0]",3
96,off,wS1,0,"[0.14499999582767487, 0.3400000035762787, 0.5149999856948853, 0.0]",4
97,whisker,wS1,tensor(-0.0309),"[0.12999999523162842, 0.35499998927116394, 0.5049999952316284, 0.009999999776482582]",4
98,delay,wS1,tensor(0.0412),"[0.16499999165534973, 0.3199999928474426, 0.5049999952316284, 0.009999999776482582]",4
99,response,wS1,tensor(0.),"[0.14499999582767487, 0.3400000035762787, 0.5149999856948853, 0.0]",4
100,off,wS2,0,"[0.14499999582767487, 0.3400000035762787, 0.5149999856948853, 0.0]",4
101,whisker,wS2,tensor(-0.0515),"[0.11999999731779099, 0.3649999797344208, 0.5049999952316284, 0.009999999776482582]",4
102,delay,wS2,tensor(0.0928),"[0.1899999976158142, 0.29499998688697815, 0.48499998450279236, 0.029999999329447746]",4
103,response,wS2,tensor(0.2474),"[0.26499998569488525, 0.2199999988079071, 0.5149999856948853, 0.0]",4
104,off,wM1,0,"[0.14499999582767487, 0.3400000035762787, 0.5149999856948853, 0.0]",4
105,whisker,wM1,tensor(-0.0309),"[0.12999999523162842, 0.35499998927116394, 0.5099999904632568, 0.004999999888241291]",4
106,delay,wM1,tensor(0.3711),"[0.32499998807907104, 0.1599999964237213, 0.48499998450279236, 0.029999999329447746]",4
107,response,wM1,tensor(0.1134),"[0.19999998807907104, 0.2849999964237213, 0.5149999856948853, 0.0]",4
108,off,wM2,0,"[0.14499999582767487, 0.3400000035762787, 0.5149999856948853, 0.0]",4
109,whisker,wM2,tensor(-0.0412),"[0.125, 0.35999998450279236, 0.5099999904632568, 0.004999999888241291]",4
110,delay,wM2,tensor(0.2474),"[0.26499998569488525, 0.2199999988079071, 0.4949999749660492, 0.019999999552965164]",4
111,response,wM2,tensor(0.0928),"[0.1899999976158142, 0.29499998688697815, 0.5149999856948853, 0.0]",4
112,off,ALM,0,"[0.14499999582767487, 0.3400000035762787, 0.5149999856948853, 0.0]",4
113,whisker,ALM,tensor(0.),"[0.14499999582767487, 0.3400000035762787, 0.5099999904632568, 0.004999999888241291]",4
114,delay,ALM,tensor(0.6701),"[0.4699999988079071, 0.014999999664723873, 0.5049999952316284, 0.009999999776482582]",4
115,response,ALM,tensor(-0.0722),"[0.10999999940395355, 0.375, 0.5149999856948853, 0.0]",4
116,off,tjM1,0,"[0.14499999582767487, 0.3400000035762787, 0.5149999856948853, 0.0]",4
117,whisker,tjM1,tensor(0.5052),"[0.38999998569488525, 0.0949999988079071, 0.5149999856948853, 0.0]",4
118,delay,tjM1,tensor(0.6804),"[0.4749999940395355, 0.009999999776482582, 0.5049999952316284, 0.009999999776482582]",4
119,response,tjM1,tensor(0.3711),"[0.32499998807907104, 0.1599999964237213, 0.5149999856948853, 0.0]",4
