,period,area,miss_diff,propabilities,session
44,off,tjM1,0,"[0.20499999821186066, 0.29999998211860657, 0.3999999761581421, 0.0949999988079071]",1
45,whisker,tjM1,tensor(-0.1683),"[0.11999999731779099, 0.38499999046325684, 0.4099999964237213, 0.08500000089406967]",1
46,delay,tjM1,tensor(-0.0099),"[0.19999998807907104, 0.3050000071525574, 0.38999998569488525, 0.10499999672174454]",1
47,response,tjM1,tensor(-0.0198),"[0.19499999284744263, 0.3100000023841858, 0.4099999964237213, 0.08500000089406967]",1
48,off,wS1,0,"[0.26999998092651367, 0.2199999988079071, 0.3999999761581421, 0.10999999940395355]",2
49,whisker,wS1,tensor(0.0612),"[0.29999998211860657, 0.1899999976158142, 0.3999999761581421, 0.10999999940395355]",2
50,delay,wS1,tensor(0.0306),"[0.2849999964237213, 0.20499999821186066, 0.39499998092651367, 0.11499999463558197]",2
51,response,wS1,tensor(-0.0102),"[0.26499998569488525, 0.22499999403953552, 0.4099999964237213, 0.09999999403953552]",2
52,off,wS2,0,"[0.26999998092651367, 0.2199999988079071, 0.3999999761581421, 0.10999999940395355]",2
53,whisker,wS2,tensor(-0.0918),"[0.22499999403953552, 0.26499998569488525, 0.3349999785423279, 0.17499999701976776]",2
54,delay,wS2,tensor(-0.0204),"[0.25999999046325684, 0.22999998927116394, 0.375, 0.13499999046325684]",2
55,response,wS2,tensor(-0.0204),"[0.25999999046325684, 0.22999998927116394, 0.3999999761581421, 0.10999999940395355]",2
56,off,wM1,0,"[0.26999998092651367, 0.2199999988079071, 0.3999999761581421, 0.10999999940395355]",2
57,whisker,wM1,tensor(0.0204),"[0.2800000011920929, 0.20999999344348907, 0.3999999761581421, 0.10999999940395355]",2
58,delay,wM1,tensor(-0.0204),"[0.25999999046325684, 0.22999998927116394, 0.4599999785423279, 0.04999999701976776]",2
59,response,wM1,tensor(-0.0714),"[0.23499999940395355, 0.2549999952316284, 0.39499998092651367, 0.11499999463558197]",2
60,off,wM2,0,"[0.26999998092651367, 0.2199999988079071, 0.3999999761581421, 0.10999999940395355]",2
61,whisker,wM2,tensor(0.1020),"[0.3199999928474426, 0.17000000178813934, 0.3999999761581421, 0.10999999940395355]",2
62,delay,wM2,tensor(0.0918),"[0.3149999976158142, 0.17499999701976776, 0.41999998688697815, 0.08999999612569809]",2
63,response,wM2,tensor(-0.0204),"[0.25999999046325684, 0.22999998927116394, 0.41999998688697815, 0.08999999612569809]",2
64,off,ALM,0,"[0.26999998092651367, 0.2199999988079071, 0.3999999761581421, 0.10999999940395355]",2
65,whisker,ALM,tensor(0.0408),"[0.28999999165534973, 0.19999998807907104, 0.3999999761581421, 0.10999999940395355]",2
66,delay,ALM,tensor(-0.0102),"[0.26499998569488525, 0.22499999403953552, 0.3499999940395355, 0.1599999964237213]",2
67,response,ALM,tensor(-0.0102),"[0.26499998569488525, 0.22499999403953552, 0.3999999761581421, 0.10999999940395355]",2
68,off,tjM1,0,"[0.26999998092651367, 0.2199999988079071, 0.3999999761581421, 0.10999999940395355]",2
69,whisker,tjM1,tensor(-0.2245),"[0.1599999964237213, 0.32999998331069946, 0.41499999165534973, 0.0949999988079071]",2
70,delay,tjM1,tensor(-0.1020),"[0.2199999988079071, 0.26999998092651367, 0.39499998092651367, 0.11499999463558197]",2
71,response,tjM1,tensor(-0.0204),"[0.25999999046325684, 0.22999998927116394, 0.38999998569488525, 0.11999999731779099]",2
